标题,价格,面积,区域,链接
整租·长虹小区 1室1厅 南,5830 元/月,长宁-新华路-长虹小区,精选,https://sh.lianjia.com/zufang/SH1860676163966337024.html
整租·金地天御 4室2厅 南,18500 元/月,278.95㎡,青浦-徐泾-金地天御,https://sh.lianjia.com/zufang/SH1899797851609759744.html
整租·正阳世纪星城丽骏湾 2室1厅 南,2600 元/月,91.08㎡,奉贤-南桥-正阳世纪星城丽骏湾,https://sh.lianjia.com/zufang/SH1900169467296481280.html
整租·河谷3号 3室2厅 复式 南,7500 元/月,88.13㎡,松江-莘闵别墅-河谷3号,https://sh.lianjia.com/zufang/SH1900472496470097920.html
整租·上船大楼 2室1厅 南,8260 元/月,浦东-梅园-上船大楼,精选,https://sh.lianjia.com/zufang/SH1860680231245840384.html
整租·波恩风情二期 3室2厅 东,4500 元/月,89.30㎡,嘉定-安亭-波恩风情二期,https://sh.lianjia.com/zufang/SH1900440651707711488.html
整租·民乐城建欣苑西苑 2室1厅 南,1800 元/月,77.75㎡,浦东-惠南-民乐城建欣苑西苑,https://sh.lianjia.com/zufang/SH1900479406959230976.html
整租·虹桥晶邸 2室1厅 南,4950 元/月,101.94㎡,闵行-华漕-虹桥晶邸,https://sh.lianjia.com/zufang/SH1900487859194822656.html
整租·梅园三村 2室0厅 南,6000 元/月,47.02㎡,浦东-梅园-梅园三村,https://sh.lianjia.com/zufang/SH1900821915296071680.html
整租·世茂云图 3室2厅 南,8200 元/月,86.06㎡,浦东-康桥-世茂云图,https://sh.lianjia.com/zufang/SH1900791124407091200.html
整租·东明新村 1室1厅 南,4530 元/月,浦东-陆家嘴-东明新村,精选,https://sh.lianjia.com/zufang/SH1860675492781228032.html
整租·高尚领域领寓(礼尚路222弄) 3室2厅 南/北,14500 元/月,97.02㎡,普陀-真如-高尚领域领寓(礼尚路222弄),https://sh.lianjia.com/zufang/SH1900776848824991744.html
整租·联仲都悦汇 4室2厅 复式 南,9000 元/月,428.17㎡,闵行-马桥-联仲都悦汇,https://sh.lianjia.com/zufang/SH1900130149181947904.html
整租·吴东小区 1室1厅 南,5090 元/月,徐汇-徐家汇-吴东小区,精选,https://sh.lianjia.com/zufang/SH1860703329114390528.html
整租·尚东国际名园（一期） 3室2厅 南/北,12500 元/月,135.28㎡,浦东-杨思前滩-尚东国际名园（一期）,https://sh.lianjia.com/zufang/SH1900117091311157248.html
整租·玉宇小区 4室2厅 南/北,8050 元/月,144.43㎡,浦东-川沙-玉宇小区,https://sh.lianjia.com/zufang/SH1900133640084389888.html
整租·凯迪澳澜湾 5室2厅 复式 南,35000 元/月,379.00㎡,青浦-赵巷-凯迪澳澜湾,https://sh.lianjia.com/zufang/SH1899997999702999040.html
整租·谢家宅小区 1室1厅 南,5130 元/月,38.17㎡,浦东-陆家嘴-谢家宅小区,https://sh.lianjia.com/zufang/SH1860701406667735040.html
整租·华亭新苑 2室1厅 南/北,3800 元/月,99.92㎡,松江-松江新城-华亭新苑,https://sh.lianjia.com/zufang/SH1900038387927089152.html
整租·上钢二村 2室1厅 南,5730 元/月,45.54㎡,浦东-世博-上钢二村,https://sh.lianjia.com/zufang/SH1860695775500042240.html
整租·泰晤士小镇(公寓) 2室2厅 东,6500 元/月,111.27㎡,松江-松江新城-泰晤士小镇(公寓),https://sh.lianjia.com/zufang/SH1900020093367091200.html
整租·明卫佳苑北区(东平北路755弄) 2室2厅 南,2000 元/月,92.00㎡,金山-金山新城-明卫佳苑北区(东平北路755弄),https://sh.lianjia.com/zufang/SH1900028457903980544.html
整租·海悦馨苑 3室2厅 南,3000 元/月,130.00㎡,金山-金山新城-海悦馨苑,https://sh.lianjia.com/zufang/SH1900090961371856896.html
整租·上城院子 2室1厅 南,6160 元/月,宝山-顾村-上城院子,精选,https://sh.lianjia.com/zufang/SH1835674150098698240.html
整租·君莲新城中城苑 2室2厅 南,5400 元/月,82.80㎡,闵行-颛桥-君莲新城中城苑,https://sh.lianjia.com/zufang/SH1951907752246771712.html
整租·卓越世纪中心(青浦) 2室2厅 南/北,3100 元/月,61.38㎡,青浦-盈浦-卓越世纪中心(青浦),https://sh.lianjia.com/zufang/SH1951906793198190592.html
整租·虹欣小区 1室1厅 南,5000 元/月,36.78㎡,长宁-虹桥-虹欣小区,https://sh.lianjia.com/zufang/SH1951908497738170368.html
整租·申城佳苑一期B块 3室1厅 南,6000 元/月,86.00㎡,浦东-张江-申城佳苑一期B块,https://sh.lianjia.com/zufang/SH1951909099838898176.html
整租·右岸嘉园 2室2厅 南,3200 元/月,87.73㎡,嘉定-嘉定老城-右岸嘉园,https://sh.lianjia.com/zufang/SH1951909172735901696.html
整租·新华红星国际广场 1室1厅 南,8930 元/月,闵行-金汇-新华红星国际广场,精选,https://sh.lianjia.com/zufang/SH1835379995619360768.html
整租·柳营路309弄 1室1厅 南,4200 元/月,39.69㎡,静安-闸北公园-柳营路309弄,https://sh.lianjia.com/zufang/SH1951915486170054656.html
整租·利丰苑 2室2厅 南,7700 元/月,91.27㎡,静安-大宁-利丰苑,https://sh.lianjia.com/zufang/SH1951915729875894272.html
整租·慧芝湖花园（三期） 2室2厅 南,11000 元/月,89.64㎡,静安-大宁-慧芝湖花园（三期）,https://sh.lianjia.com/zufang/SH1951911813767495680.html
整租·新世纪花苑(一期)(浦东) 2室1厅 南,5790 元/月,浦东-世博-新世纪花苑(一期)(浦东),精选,https://sh.lianjia.com/zufang/SH1835229121358069760.html
整租·遵义小区 1室1厅 东,4390 元/月,长宁-中山公园-遵义小区,精选,https://sh.lianjia.com/zufang/SH1836468253552017408.html
整租·梅六小区 2室1厅 南,5930 元/月,普陀-长风-梅六小区,精选,https://sh.lianjia.com/zufang/SH1836010995743457280.html
整租·西木小区 1室1厅 南,4660 元/月,徐汇-斜土路-西木小区,精选,https://sh.lianjia.com/zufang/SH1835940671534399488.html
整租·珠江玫瑰花园(公寓) 4室2厅 南/北,13000 元/月,162.27㎡,浦东-梅园-珠江玫瑰花园(公寓),https://sh.lianjia.com/zufang/SH1951953484521668608.html
整租·控江新村 1室1厅 南,3200 元/月,33.09㎡,杨浦-周家嘴路-控江新村,https://sh.lianjia.com/zufang/SH1951954737876172800.html
整租·大宁路660弄 1室1厅 南,5200 元/月,47.20㎡,静安-大宁-大宁路660弄,https://sh.lianjia.com/zufang/SH1951955995982823424.html
整租·绿洲雅宾利花园(一期) 3室2厅 南/北,18500 元/月,157.95㎡,静安-西藏北路-绿洲雅宾利花园(一期),https://sh.lianjia.com/zufang/SH1951956236979142656.html
整租·申城佳苑三期B块 1室1厅 南,5230 元/月,55.41㎡,浦东-张江-申城佳苑三期B块,https://sh.lianjia.com/zufang/SH1834894523352743936.html
整租·复地富顿街区 2室1厅 南,5600 元/月,86.96㎡,松江-九亭-复地富顿街区,https://sh.lianjia.com/zufang/SH1951958727800127488.html
整租·双阳路594弄 1室1厅 南,3800 元/月,30.51㎡,杨浦-黄兴公园-双阳路594弄,https://sh.lianjia.com/zufang/SH1951960219223326720.html
整租·万科早城(二期) 1室1厅 南,3460 元/月,60.93㎡,闵行-浦江-万科早城(二期),https://sh.lianjia.com/zufang/SH1834657660478160896.html
整租·大名城映晖 3室2厅 南/北,3300 元/月,98.69㎡,浦东-临港新城-大名城映晖,https://sh.lianjia.com/zufang/SH1951945203849887744.html
整租·盛宅新村 2室2厅 南,3200 元/月,84.76㎡,宝山-顾村-盛宅新村,https://sh.lianjia.com/zufang/SH1951948905100869632.html
整租·光明墅 2室2厅 南,2650 元/月,87.22㎡,崇明-陈家镇-光明墅,https://sh.lianjia.com/zufang/SH1951950194882904064.html
整租·昌鑫花园(公寓) 2室2厅 南,3700 元/月,89.45㎡,松江-松江新城-昌鑫花园(公寓),https://sh.lianjia.com/zufang/SH1951971224934416384.html
整租·仁恒运杰河滨花园 2室2厅 复式 南,3800 元/月,90.47㎡,青浦-夏阳-仁恒运杰河滨花园,https://sh.lianjia.com/zufang/SH1951966447416639488.html
整租·万源城E1 2室1厅 南,9090 元/月,96.00㎡,闵行-古美-万源城E1,https://sh.lianjia.com/zufang/SH1834557802379476992.html
整租·彭顺小区 1室1厅 南,4229 元/月,33.65㎡,静安-彭浦-彭顺小区,https://sh.lianjia.com/zufang/SH1836467688210169856.html
整租·上实海上公元 3室2厅 南,5200 元/月,89.19㎡,嘉定-嘉定新城-上实海上公元,https://sh.lianjia.com/zufang/SH1951978306932834304.html
独栋·大华享寓 大康路社区1号楼店 直租2房1厅近万达民水电通燃气有车库 2室1厅,6208 元/月,76.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70406.html
整租·紫金瀚宫 3室3厅 南,13500 元/月,87.00㎡,浦东-潍坊-紫金瀚宫,https://sh.lianjia.com/zufang/SH1856966206318182400.html
整租·徐家汇花园 1室1厅 南,12000 元/月,84.70㎡,徐汇-徐家汇-徐家汇花园,https://sh.lianjia.com/zufang/SH1857295913068789760.html
整租·合景万景峰 3室2厅 南,4500 元/月,89.33㎡,奉贤-南桥-合景万景峰,https://sh.lianjia.com/zufang/SH1857269314369880064.html
整租·商华新村 2室2厅 南,1500 元/月,90.17㎡,青浦-金泽-商华新村,https://sh.lianjia.com/zufang/SH1876920570038190080.html
整租·武康路280弄(公房) 1室1厅 南,8000 元/月,40.86㎡,徐汇-衡山路-武康路280弄(公房),https://sh.lianjia.com/zufang/SH1876872449111359488.html
整租·骏豪国际 1室1厅 北,9500 元/月,51.43㎡,静安-南京西路-骏豪国际,https://sh.lianjia.com/zufang/SH1876895018375970816.html
独栋·中集金地美兰城公寓 美康路店 七号线美兰湖口 全明暖心一室一厅 带飘窗可养猫 1室1厅,2813 元/月,39.00㎡,仅剩2间,https://sh.lianjia.com/apartment/70554.html
独栋·华润置地·有巢公寓 悦虹人才公寓绿苑路店 毕业季限时优惠！LOFT明亮落地窗A2 1室1厅,8580 元/月,60.00㎡,仅剩3间,https://sh.lianjia.com/apartment/70095.html
独栋·橙家公寓 杜鹃路店 龙阳路地铁站500米！落地窗温馨小窝！ 1室1厅,5200 元/月,31.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70141.html
整租·淞南七村 2室1厅 南,3600 元/月,64.92㎡,宝山-淞南-淞南七村,https://sh.lianjia.com/zufang/SH1876844068747608064.html
整租·柳营路319弄 2室0厅 南,4600 元/月,42.21㎡,静安-闸北公园-柳营路319弄,https://sh.lianjia.com/zufang/SH1876867265824030720.html
整租·翠景苑(别墅) 5室3厅 复式 南/北,19500 元/月,228.00㎡,青浦-徐泾-翠景苑(别墅),https://sh.lianjia.com/zufang/SH1876622947959963648.html
整租·盛大天地青春里(一期) 2室1厅 南/北,4800 元/月,53.68㎡,浦东-张江-盛大天地青春里(一期),https://sh.lianjia.com/zufang/SH1877288317377052672.html
独栋·闲猫国际青年社区 正泰启迪店 44平精装大一居，正泰园区内，G60人才公寓，可办居住证 开间,2547 元/月,44.00㎡,仅剩2间,https://sh.lianjia.com/apartment/70136.html
整租·连城新苑 2室2厅 南,5000 元/月,93.00㎡,浦东-高行-连城新苑,https://sh.lianjia.com/zufang/SH1876966645650423808.html
独栋·华润置地·有巢公寓 悦虹人才公寓绿苑路店 近爱琴海！近万象城！近韩国街！ 精装修两室 2室1厅,11600 元/月,120.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70095.html
整租·金鹿公寓 4室2厅 南,29500 元/月,243.00㎡,长宁-古北-金鹿公寓,https://sh.lianjia.com/zufang/SH1876991615608815616.html
整租·君逸公馆 2室2厅 南,4300 元/月,135.43㎡,金山-金山新城-君逸公馆,https://sh.lianjia.com/zufang/SH1876956046912651264.html
整租·永昌大厦 1室2厅 南,8200 元/月,77.63㎡,静安-江宁路-永昌大厦,https://sh.lianjia.com/zufang/SH1877588787060539392.html
整租·荣盛名邸(公寓) 3室2厅 南,5500 元/月,125.00㎡,松江-莘闵别墅-荣盛名邸(公寓),https://sh.lianjia.com/zufang/SH1877641117697048576.html
独栋·橙家公寓 杜鹃路店 (租12免1！)龙阳路700米！（有外窗） 1室1厅,3800 元/月,24.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70141.html
整租·裕鸿佳苑(裕展路679弄) 3室2厅 南,2500 元/月,136.00㎡,崇明-陈家镇-裕鸿佳苑(裕展路679弄),https://sh.lianjia.com/zufang/SH1877569008253796352.html
独栋·橙家公寓 杜鹃路店 (租12免1！）就是便宜！ 1室1厅,2600-3000 元/月,18.00-19.00㎡,仅剩2间,https://sh.lianjia.com/apartment/70141.html
独栋·隽升公寓酒店 浦东店 短租勿扰/景观之窗/全能居室/干湿分离/宠物友爱之家 1室1厅,3400 元/月,35.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70643.html
整租·绿地秋霞坊(别墅) 4室1厅 南,13800 元/月,369.63㎡,嘉定-嘉定新城-绿地秋霞坊(别墅),https://sh.lianjia.com/zufang/SH1877656495101837312.html
独栋·隽升公寓酒店 浦东店 短租勿扰/闺蜜之家/温馨双床房/独立卫浴/24小时管家式服务 1室1厅,2100 元/月,25.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70643.html
整租·上海蟠龙天地一期 3室2厅 东南/北,12000 元/月,98.15㎡,青浦-徐泾-上海蟠龙天地一期,https://sh.lianjia.com/zufang/SH1877715628626804736.html
独栋·隽升公寓酒店 浦东店 短租勿扰/采光无敌/停车方便/温馨服务/公寓周到 1室1厅,2600 元/月,25.00㎡,仅剩1间,https://sh.lianjia.com/apartment/70643.html
整租·万和家园 3室2厅 南,1800 元/月,120.01㎡,金山-金山新城-万和家园,https://sh.lianjia.com/zufang/SH1877949814579134464.html
整租·曹杨八村 1室1厅 南,4360 元/月,普陀-真如-曹杨八村,精选,https://sh.lianjia.com/zufang/SH1908810300165980160.html
整租·上置美兰优湖 1室1厅 南,5280 元/月,97.82㎡,宝山-罗店-上置美兰优湖,https://sh.lianjia.com/zufang/SH1952348102241288192.html
整租·万和家园 3室2厅 南,2800 元/月,123.00㎡,金山-金山新城-万和家园,https://sh.lianjia.com/zufang/SH1952352843973263360.html
整租·石泉五村 1室1厅 南,4200 元/月,36.83㎡,普陀-光新-石泉五村,https://sh.lianjia.com/zufang/SH1952354707221512192.html
整租·汇贤雅居 2室1厅 西南,11190 元/月,徐汇-徐家汇-汇贤雅居,精选,https://sh.lianjia.com/zufang/SH1909122152066449408.html
整租·齐锦苑 3室1厅 南,7500 元/月,81.08㎡,浦东-世博-齐锦苑,https://sh.lianjia.com/zufang/SH1952365434493730816.html
整租·万象园 2室1厅 南,6500 元/月,81.47㎡,徐汇-康健-万象园,https://sh.lianjia.com/zufang/SH1952371122171281408.html
整租·东五小区(浦东) 1室1厅 南,4142 元/月,浦东-金桥-东五小区(浦东),精选,https://sh.lianjia.com/zufang/SH1908552890935410688.html
整租·金地虹悦湾一期 3室2厅 南,7500 元/月,95.00㎡,青浦-徐泾-金地虹悦湾一期,https://sh.lianjia.com/zufang/SH1952546017899446272.html
整租·银南大厦 2室1厅 南,7560 元/月,黄浦-蓬莱公园-银南大厦,精选,https://sh.lianjia.com/zufang/SH1909544506055720960.html
整租·天山二村 1室1厅 西,4830 元/月,长宁-中山公园-天山二村,精选,https://sh.lianjia.com/zufang/SH1909551794816548864.html
整租·西邱小区 1室1厅 南,4700 元/月,38.00㎡,浦东-塘桥-西邱小区,https://sh.lianjia.com/zufang/SH1952575072229130240.html
整租·复旦零号宿舍 1室1厅 南,5000 元/月,43.46㎡,杨浦-五角场-复旦零号宿舍,https://sh.lianjia.com/zufang/SH1952545968620568576.html
整租·长风四村 1室1厅 南,4790 元/月,普陀-长风-长风四村,精选,https://sh.lianjia.com/zufang/SH1909594451072778240.html
整租·剑河家苑 2室1厅 南,8400 元/月,76.71㎡,长宁-北新泾-剑河家苑,https://sh.lianjia.com/zufang/SH1952399067745091584.html
整租·上钢八村 2室1厅 南,5890 元/月,浦东-世博-上钢八村,精选,https://sh.lianjia.com/zufang/SH1910876202420142080.html
整租·学院新村 2室1厅 南,6460 元/月,91.72㎡,闵行-七宝-学院新村,https://sh.lianjia.com/zufang/SH1908771281134682112.html
整租·古北新城 2室2厅 南,7500 元/月,105.43㎡,闵行-金虹桥-古北新城,https://sh.lianjia.com/zufang/SH1952387914461609984.html
整租·港机新村 2室1厅 南,5790 元/月,53.70㎡,浦东-南码头-港机新村,https://sh.lianjia.com/zufang/SH1909892117090533376.html
整租·盛大天地青春里(一期) 2室1厅 南,5000 元/月,66.92㎡,浦东-张江-盛大天地青春里(一期),https://sh.lianjia.com/zufang/SH1952576445075161088.html
整租·姚西小区 1室1厅 南/北,5000 元/月,25.41㎡,静安-曹家渡-姚西小区,https://sh.lianjia.com/zufang/SH1952586957036978176.html
整租·宜川六村 1室1厅 南,3695 元/月,47.00㎡,普陀-甘泉宜川-宜川六村,https://sh.lianjia.com/zufang/SH1909990940831907840.html
整租·百花新村 3室1厅 南/北,4000 元/月,87.95㎡,浦东-周浦-百花新村,https://sh.lianjia.com/zufang/SH1952576620267044864.html
整租·梅园五街坊 2室1厅 南/北,7200 元/月,52.37㎡,浦东-梅园-梅园五街坊,https://sh.lianjia.com/zufang/SH1952577185223016448.html
整租·上南十村 2室1厅 南/北,5100 元/月,59.38㎡,浦东-世博-上南十村,https://sh.lianjia.com/zufang/SH1952584711893155840.html
整租·博一小区 1室1厅 南,4132 元/月,46.59㎡,浦东-金桥-博一小区,https://sh.lianjia.com/zufang/SH1910648793489997824.html
整租·荣成小区 1室1厅 南,5030 元/月,36.43㎡,浦东-梅园-荣成小区,https://sh.lianjia.com/zufang/SH1910677882401718272.html
整租·久耕小区 1室1厅 西,5890 元/月,41.88㎡,虹口-北外滩-久耕小区,https://sh.lianjia.com/zufang/SH1910876626535579648.html
整租·德州五村 1室1厅 南,4500 元/月,51.29㎡,浦东-世博-德州五村,https://sh.lianjia.com/zufang/SH1952609409280507904.html
整租·华发四季 3室2厅 南,8800 元/月,89.16㎡,浦东-张江-华发四季,https://sh.lianjia.com/zufang/SH1952613317449089024.html
整租·沁风雅泾 4室2厅 复式 南,23500 元/月,336.45㎡,青浦-徐泾-沁风雅泾,https://sh.lianjia.com/zufang/SH1885900043207049216.html
整租·梧桐城邦(一期) 2室1厅 南,6360 元/月,宝山-大华-梧桐城邦(一期),精选,https://sh.lianjia.com/zufang/SH1803700324523835392.html
整租·泰安路27弄 1室1厅 北,5390 元/月,徐汇-衡山路-泰安路27弄,精选,https://sh.lianjia.com/zufang/SH1803119993819234304.html
整租·久阳滨江公寓 2室1厅 南,7500 元/月,78.25㎡,浦东-陆家嘴-久阳滨江公寓,https://sh.lianjia.com/zufang/SH1885896369856577536.html
整租·淮海中路1200弄 1室1厅 西,4000 元/月,20.00㎡,徐汇-衡山路-淮海中路1200弄,https://sh.lianjia.com/zufang/SH1887400885730934784.html
整租·金巢铂瑞阁 1室1厅 西,7430 元/月,徐汇-斜土路-金巢铂瑞阁,精选,https://sh.lianjia.com/zufang/SH1803125342899011584.html
整租·瞿中小区 1室1厅 南,6190 元/月,黄浦-打浦桥-瞿中小区,精选,https://sh.lianjia.com/zufang/SH1804445840861822976.html
整租·打浦路303弄 2室1厅 北,6090 元/月,黄浦-打浦桥-打浦路303弄,精选,https://sh.lianjia.com/zufang/SH1804522353401528320.html
整租·金海商业广场 1室0厅 南,25000 元/月,300.00㎡,浦东-金桥-金海商业广场,https://sh.lianjia.com/zufang/SH1887394086910951424.html
整租·龙湖天琅 9室3厅 南,15000 元/月,208.68㎡,闵行-老闵行-龙湖天琅,https://sh.lianjia.com/zufang/SH1887347219401539584.html
整租·裕鸿佳苑(裕展路679弄) 2室2厅 南,1800 元/月,89.00㎡,崇明-陈家镇-裕鸿佳苑(裕展路679弄),https://sh.lianjia.com/zufang/SH1887461111930814464.html
整租·凤凰大厦 4室2厅 南,45000 元/月,191.32㎡,浦东-碧云-凤凰大厦,https://sh.lianjia.com/zufang/SH1887455675047477248.html
整租·梅园五街坊 2室1厅 南,6800 元/月,52.00㎡,浦东-梅园-梅园五街坊,https://sh.lianjia.com/zufang/SH1887448624158212096.html
整租·凯华公寓 3室2厅 南,13000 元/月,137.49㎡,徐汇-徐家汇-凯华公寓,https://sh.lianjia.com/zufang/SH1886669487923527680.html
整租·上置香岛原墅(公寓) 3室2厅 南,6500 元/月,151.72㎡,宝山-罗店-上置香岛原墅(公寓),https://sh.lianjia.com/zufang/SH1886260992015335424.html
整租·圣天地服务式公寓 1室1厅 东,4790 元/月,普陀-长寿路-圣天地服务式公寓,精选,https://sh.lianjia.com/zufang/SH1804561509976637440.html
整租·驰骋新苑 2室1厅 南,4760 元/月,静安-彭浦-驰骋新苑,精选,https://sh.lianjia.com/zufang/SH1804143379752157184.html
整租·宝林枫景苑 3室1厅 南,5600 元/月,81.22㎡,宝山-淞宝-宝林枫景苑,https://sh.lianjia.com/zufang/SH1886622291006062592.html
整租·菱翔苑 2室1厅 南/北,5500 元/月,89.62㎡,浦东-周浦-菱翔苑,https://sh.lianjia.com/zufang/SH1886607216086089728.html
整租·浦江东旭公寓626弄 1室1厅 南,4230 元/月,55.90㎡,浦东-高行-浦江东旭公寓626弄,https://sh.lianjia.com/zufang/SH1803453452924223488.html
整租·裕鸿佳苑(安寓路100弄) 2室2厅 南,1400 元/月,84.00㎡,崇明-陈家镇-裕鸿佳苑(安寓路100弄),https://sh.lianjia.com/zufang/SH1886708103341146112.html
整租·合景峰汇(嘉定) 1室1厅 东,3230 元/月,42.89㎡,嘉定-嘉定新城-合景峰汇(嘉定),https://sh.lianjia.com/zufang/SH1803290150201982976.html
整租·瑞福小区 2室1厅 南,8999 元/月,62.08㎡,黄浦-豫园-瑞福小区,https://sh.lianjia.com/zufang/SH1886991140905811968.html
整租·佰隆商务楼 1室0厅 西,2800 元/月,34.81㎡,普陀-甘泉宜川-佰隆商务楼,https://sh.lianjia.com/zufang/SH1886990509763723264.html
整租·西木小区 1室1厅 南,4488 元/月,38.04㎡,徐汇-斜土路-西木小区,https://sh.lianjia.com/zufang/SH1886729046801252352.html
整租·平南一二村 1室1厅 南,4860 元/月,38.23㎡,闵行-古美-平南一二村,https://sh.lianjia.com/zufang/SH1804442449200807936.html
整租·梅陇七村 1室1厅 南,4890 元/月,52.16㎡,徐汇-华东理工-梅陇七村,https://sh.lianjia.com/zufang/SH1804453465028558848.html
整租·上外中山大楼 2室1厅 南,6600 元/月,63.84㎡,虹口-曲阳-上外中山大楼,https://sh.lianjia.com/zufang/SH1886732200120942592.html
整租·裕鸿佳苑(裕国路328弄) 3室2厅 南,950 元/月,103.01㎡,崇明-陈家镇-裕鸿佳苑(裕国路328弄),https://sh.lianjia.com/zufang/SH1886742144987693056.html
整租·东一小区 2室1厅 南,5190 元/月,71.00㎡,浦东-金桥-东一小区,https://sh.lianjia.com/zufang/SH1804498857367699456.html
整租·东物公寓 1室1厅 南,7200 元/月,57.10㎡,黄浦-蓬莱公园-东物公寓,https://sh.lianjia.com/zufang/SH1895330146852798464.html
整租·紫竹半岛花园 1室1厅 南,5460 元/月,闵行-吴泾-紫竹半岛花园,精选,https://sh.lianjia.com/zufang/SH1789447454668619776.html
整租·华府樟园 5室3厅 南,41800 元/月,397.17㎡,普陀-武宁-华府樟园,https://sh.lianjia.com/zufang/SH1895663624156872704.html
整租·高行绿洲(六期) 1室1厅 南,5030 元/月,浦东-高行-高行绿洲(六期),精选,https://sh.lianjia.com/zufang/SH1789337001586065408.html
整租·振华里小区 1室1厅 南,8800 元/月,47.89㎡,黄浦-新天地-振华里小区,https://sh.lianjia.com/zufang/SH1895703226192232448.html
整租·华山花园 3室2厅 南,21150 元/月,180.44㎡,长宁-镇宁路-华山花园,https://sh.lianjia.com/zufang/SH1895685947354251264.html
整租·东淮海公寓 2室2厅 南,17000 元/月,118.69㎡,黄浦-豫园-东淮海公寓,https://sh.lianjia.com/zufang/SH1895678585096634368.html
整租·旭辉亚瑟郡 3室2厅 南,12500 元/月,131.11㎡,浦东-康桥-旭辉亚瑟郡,https://sh.lianjia.com/zufang/SH1895417801959538688.html
整租·欣晟家园 3室1厅 西/北,11000 元/月,135.67㎡,浦东-塘桥-欣晟家园,https://sh.lianjia.com/zufang/SH1896057619689242624.html
整租·新洲豪园 3室1厅 南,5300 元/月,89.81㎡,浦东-川沙-新洲豪园,https://sh.lianjia.com/zufang/SH1896057321570697216.html
整租·安龙小区 3室2厅 南,10000 元/月,126.72㎡,长宁-仙霞-安龙小区,https://sh.lianjia.com/zufang/SH1896061840266362880.html
整租·东泉小区 2室1厅 南,5860 元/月,徐汇-植物园-东泉小区,精选,https://sh.lianjia.com/zufang/SH1789940933966430208.html
整租·宝北小区 1室1厅 南,4600 元/月,36.48㎡,长宁-西郊-宝北小区,https://sh.lianjia.com/zufang/SH1896060872615264256.html
整租·华山路803弄 1室1厅 南,10000 元/月,43.69㎡,静安-静安寺-华山路803弄,https://sh.lianjia.com/zufang/SH1896040115038322688.html
整租·虹桥富力中心 4室2厅 南/北,28000 元/月,261.80㎡,闵行-华漕-虹桥富力中心,https://sh.lianjia.com/zufang/SH1896176239262040064.html
整租·禹洲蓝爵 2室1厅 南,6700 元/月,79.85㎡,浦东-金桥-禹洲蓝爵,https://sh.lianjia.com/zufang/SH1896066055575437312.html
整租·凌虹苑 1室1厅 南,7030 元/月,浦东-三林-凌虹苑,精选,https://sh.lianjia.com/zufang/SH1790348570226851840.html
整租·崧泽华城佳福雅苑（四区） 1室1厅 南,3560 元/月,青浦-赵巷-崧泽华城佳福雅苑（四区）,精选,https://sh.lianjia.com/zufang/SH1790427807977832448.html
整租·檀香花苑(公寓) 3室2厅 南,4800 元/月,97.24㎡,松江-松江新城-檀香花苑(公寓),https://sh.lianjia.com/zufang/SH1895821134000029696.html
整租·莘城苑 2室2厅 南,3900 元/月,68.32㎡,闵行-莘庄北广场-莘城苑,https://sh.lianjia.com/zufang/SH1895788653674758144.html
整租·东明新村 1室1厅 南,4200 元/月,36.36㎡,浦东-陆家嘴-东明新村,https://sh.lianjia.com/zufang/SH1895762319267332096.html
整租·梅川四街坊 2室1厅 南,6000 元/月,62.25㎡,普陀-长风-梅川四街坊,https://sh.lianjia.com/zufang/SH1895774649699008512.html
整租·祥腾生活广场 2室1厅 西北,3900 元/月,42.00㎡,宝山-淞南-祥腾生活广场,https://sh.lianjia.com/zufang/SH1896391965881139200.html
整租·兴东佳苑(一期) 3室2厅 南,4000 元/月,131.47㎡,浦东-惠南-兴东佳苑(一期),https://sh.lianjia.com/zufang/SH1896461762589360128.html
整租·高行绿洲(五期) 2室1厅 南,4265 元/月,54.00㎡,浦东-高行-高行绿洲(五期),https://sh.lianjia.com/zufang/SH1789335654560169984.html
整租·句容小区 1室1厅 南,4530 元/月,31.00㎡,静安-江宁路-句容小区,https://sh.lianjia.com/zufang/SH1790066175871287296.html
整租·丰庄十二街坊 1室1厅 南,4959 元/月,47.47㎡,嘉定-丰庄-丰庄十二街坊,https://sh.lianjia.com/zufang/SH1790172221369483264.html
整租·飞虹北村 3室2厅 南,1800 元/月,106.08㎡,金山-金山新城-飞虹北村,https://sh.lianjia.com/zufang/SH1896438641811521536.html
整租·凤城三村东区 1室1厅 南,3430 元/月,34.00㎡,杨浦-控江路-凤城三村东区,https://sh.lianjia.com/zufang/SH1790303220296318976.html
整租·古北嘉年华庭 1室1厅 南,8460 元/月,69.57㎡,长宁-古北-古北嘉年华庭,https://sh.lianjia.com/zufang/SH1790350755253714944.html
整租·杉林新月环林东路799弄 3室1厅 南,6600 元/月,93.00㎡,浦东-三林-杉林新月环林东路799弄,https://sh.lianjia.com/zufang/SH1897578144500547584.html
整租·港机新村 1室1厅 南,5000 元/月,40.00㎡,浦东-南码头-港机新村,https://sh.lianjia.com/zufang/SH1897122090536927232.html
