标题,价格,面积,区域,链接
整租·景瑞西联社 1室1厅,1350 元/月,九龙坡-杨家坪-景瑞西联社,精选,https://cq.lianjia.com/zufang/CQ1951539424969883648.html
整租·劲力五星城自由地 2室2厅 南,2100 元/月,68.00㎡,渝北-北环-劲力五星城自由地,https://cq.lianjia.com/zufang/CQ1942142490047938560.html
合租·茶亭小区 3居室 东南卧,1050 元/月,35.00㎡,渝中-大坪-茶亭小区,https://cq.lianjia.com/zufang/CQ1951211050418307072.html
整租·卡萨国际公寓 1室0厅 南,1800 元/月,35.00㎡,渝中-解放碑-卡萨国际公寓,https://cq.lianjia.com/zufang/CQ1942146529359822848.html
整租·艾德公馆 3室1厅 东南,1800 元/月,129.00㎡,巴南-融汇半岛-艾德公馆,https://cq.lianjia.com/zufang/CQ1942147110606471168.html
合租·海韵名邸 3居室 南卧,900 元/月,26.00㎡,江北-观音桥-海韵名邸,https://cq.lianjia.com/zufang/CQ1951273920782925824.html
合租·凌云阁 3居室 南卧,501 元/月,20.00㎡,渝中-大坪-凌云阁,https://cq.lianjia.com/zufang/CQ1951322001662541824.html
整租·北城阳光尚线 2室1厅 东,2300 元/月,78.00㎡,渝北-新牌坊-北城阳光尚线,https://cq.lianjia.com/zufang/CQ1942147462240141312.html
合租·建设广场 4居室 跃层 南卧,950 元/月,25.00㎡,九龙坡-杨家坪-建设广场,https://cq.lianjia.com/zufang/CQ1951370110639800320.html
合租·圣地阳光 4居室 南卧,750 元/月,20.00㎡,渝北-冉家坝-圣地阳光,https://cq.lianjia.com/zufang/CQ1953025205630664704.html
合租·煤建新村1号 3居室 南卧,501 元/月,20.00㎡,渝中-大坪-煤建新村1号,https://cq.lianjia.com/zufang/CQ1938693955629613056.html
整租·财信渝中城 1室0厅 南,2000 元/月,40.00㎡,渝中-解放碑-财信渝中城,https://cq.lianjia.com/zufang/CQ1942144856541364224.html
整租·国盛三千城 3室1厅 东南,1800 元/月,118.00㎡,沙坪坝-磁器口-国盛三千城,https://cq.lianjia.com/zufang/CQ1942144676089823232.html
整租·罗宾森广场尚城华府 3室1厅 西,3200 元/月,89.41㎡,渝中-解放碑-罗宾森广场尚城华府,https://cq.lianjia.com/zufang/CQ1942144564169015296.html
整租·金悦城 3室2厅 西,1800 元/月,95.00㎡,沙坪坝-烈士墓-金悦城,https://cq.lianjia.com/zufang/CQ1942144733417570304.html
整租·安泰城市理想 3室1厅 南,2200 元/月,92.00㎡,渝北-冉家坝-安泰城市理想,https://cq.lianjia.com/zufang/CQ1942139250363334656.html
整租·雅居乐富春山居璟樾集 3室2厅 东南,2000 元/月,98.00㎡,渝北-中央公园-雅居乐富春山居璟樾集,https://cq.lianjia.com/zufang/CQ1869589411658727424.html
合租·扬子江商务小区 5居室 南卧,800 元/月,渝北-冉家坝-扬子江商务小区,精选,https://cq.lianjia.com/zufang/CQ1951213120894533632.html
整租·万科西九 1室1厅,1200 元/月,九龙坡-石坪桥-万科西九,精选,https://cq.lianjia.com/zufang/CQ1951494292857946112.html
整租·北辰悦来壹号星悦 3室2厅 东南,600 元/月,94.00㎡,渝北-悦来-北辰悦来壹号星悦,https://cq.lianjia.com/zufang/CQ1869300391045234688.html
整租·保利爱尚里彩乐荟 1室1厅,1100 元/月,九龙坡-石坪桥-保利爱尚里彩乐荟,精选,https://cq.lianjia.com/zufang/CQ1951537037794344960.html
整租·天骄名城二期 3室1厅 南,1650 元/月,78.42㎡,沙坪坝-大学城-天骄名城二期,https://cq.lianjia.com/zufang/CQ1870015096583880704.html
整租·保利爱尚里尚美 2室1厅,1800 元/月,九龙坡-石坪桥-保利爱尚里尚美,精选,https://cq.lianjia.com/zufang/CQ1951540601144999936.html
整租·凌云阁 1室0厅 南,1550 元/月,渝中-大坪-凌云阁,精选,https://cq.lianjia.com/zufang/CQ1951655563431510016.html
合租·海洋之星 3居室 南卧,900 元/月,江北-观音桥-海洋之星,精选,https://cq.lianjia.com/zufang/CQ1951866092766887936.html
整租·新城阳光 3室1厅 东,2100 元/月,96.00㎡,渝北-黄泥磅-新城阳光,https://cq.lianjia.com/zufang/CQ1870014637127237632.html
整租·长嘉汇一期 4室2厅 东/东北,5300 元/月,151.00㎡,南岸-南滨路-长嘉汇一期,https://cq.lianjia.com/zufang/CQ1869712944221126656.html
合租·城市经典 3居室 南卧,650 元/月,江北-观音桥-城市经典,精选,https://cq.lianjia.com/zufang/CQ1951868982428434432.html
合租·华新都市花园 5居室 南卧,1030 元/月,江北-五里店-华新都市花园,精选,https://cq.lianjia.com/zufang/CQ1951872053921447936.html
整租·中海紫御江山御湾 2室2厅 东南,2700 元/月,82.00㎡,江北-江北嘴-中海紫御江山御湾,https://cq.lianjia.com/zufang/CQ1869964151804133376.html
整租·东原中央美地 3室2厅 南,3400 元/月,120.00㎡,渝北-人和-东原中央美地,https://cq.lianjia.com/zufang/CQ1869970947172204544.html
整租·新鸥鹏教育城二期 3室2厅 西南,1400 元/月,100.00㎡,江北-江北嘴-新鸥鹏教育城二期,https://cq.lianjia.com/zufang/CQ1869715244041895936.html
整租·协信城立方一期 3室1厅 南,1500 元/月,82.50㎡,沙坪坝-大学城-协信城立方一期,https://cq.lianjia.com/zufang/CQ1870045205390950400.html
整租·北辰悦来壹号璟御 4室2厅 南,600 元/月,146.00㎡,渝北-悦来-北辰悦来壹号璟御,https://cq.lianjia.com/zufang/CQ1870037202109464576.html
整租·华丽家族小区 3室2厅 南,3000 元/月,146.70㎡,江北-北滨路-华丽家族小区,https://cq.lianjia.com/zufang/CQ1870061741166034944.html
整租·博琅郡二期北 3室2厅 南,1900 元/月,104.00㎡,南岸-鹿角-博琅郡二期北,https://cq.lianjia.com/zufang/CQ1870061772199690240.html
整租·协信城立方西二期 3室1厅 东南,2100 元/月,80.00㎡,沙坪坝-大学城-协信城立方西二期,https://cq.lianjia.com/zufang/CQ1870084911029813248.html
整租·城市印象 2室1厅 西,2000 元/月,75.00㎡,江北-观音桥-城市印象,https://cq.lianjia.com/zufang/CQ1870074188673318912.html
整租·百康年 2室1厅 南,2000 元/月,九龙坡-杨家坪-百康年,精选,https://cq.lianjia.com/zufang/CQ1951872985023381504.html
合租·海韵名邸 3居室 南卧,1000 元/月,38.00㎡,江北-观音桥-海韵名邸,https://cq.lianjia.com/zufang/CQ1951273941049802752.html
合租·盛世华城（九龙坡） 3居室 南卧,600 元/月,20.00㎡,九龙坡-杨家坪-盛世华城（九龙坡）,https://cq.lianjia.com/zufang/CQ1951371418591559680.html
整租·金茂国际生态新城臻悦 3室2厅 南,3000 元/月,94.15㎡,渝北-中央公园-金茂国际生态新城臻悦,https://cq.lianjia.com/zufang/CQ1870090434844295168.html
整租·响水景苑 3室1厅 东南,1800 元/月,90.00㎡,南岸-南坪-响水景苑,https://cq.lianjia.com/zufang/CQ1870094777635045376.html
合租·盛仁汇 3居室 南卧,600 元/月,20.00㎡,九龙坡-杨家坪-盛仁汇,https://cq.lianjia.com/zufang/CQ1951382343449051136.html
整租·保利和光尘樾 3室1厅 南,1500 元/月,99.35㎡,渝北-悦来-保利和光尘樾,https://cq.lianjia.com/zufang/CQ1870106675025805312.html
合租·叠彩城 5居室 东卧,770 元/月,14.00㎡,渝北-汽博中心-叠彩城,https://cq.lianjia.com/zufang/CQ1951847006120968192.html
整租·保利金香槟 3室2厅 东南,1800 元/月,96.91㎡,九龙坡-华岩-保利金香槟,https://cq.lianjia.com/zufang/CQ1870305281360003072.html
合租·紫露苑 7居室 南卧,500 元/月,30.00㎡,渝北-人和-紫露苑,https://cq.lianjia.com/zufang/CQ1870425293928267776.html
整租·骏逸天下 3室2厅 西南,2500 元/月,149.14㎡,南岸-丹龙路-骏逸天下,https://cq.lianjia.com/zufang/CQ1870414996538654720.html
整租·融创御锦 4室2厅 南,5500 元/月,175.61㎡,渝北-汽博中心-融创御锦,https://cq.lianjia.com/zufang/CQ1926597381235671040.html
合租·复地新城就 5居室 南卧,645 元/月,渝北-鸳鸯-复地新城就,精选,https://cq.lianjia.com/zufang/CQ1887141824707952640.html
合租·半山华府 4居室 东卧,545 元/月,江北-观音桥-半山华府,精选,https://cq.lianjia.com/zufang/CQ1887721564355428352.html
整租·龙湖U城八组团 3室2厅 南,2000 元/月,88.00㎡,沙坪坝-大学城-龙湖U城八组团,https://cq.lianjia.com/zufang/CQ1926603760340041728.html
整租·小龙坎新街 2室1厅 东,1350 元/月,66.09㎡,沙坪坝-工人村-小龙坎新街,https://cq.lianjia.com/zufang/CQ1926605279063965696.html
合租·金科天元道一期一组团 5居室 南卧,1250 元/月,渝北-大竹林-金科天元道一期一组团,精选,https://cq.lianjia.com/zufang/CQ1888081284157145088.html
合租·万友康年 3居室 东南卧,750 元/月,20.00㎡,渝中-大坪-万友康年,https://cq.lianjia.com/zufang/CQ1887235736629936128.html
整租·重庆来福士广场 1室1厅 南,6500 元/月,96.00㎡,渝中-朝天门-重庆来福士广场,https://cq.lianjia.com/zufang/CQ1926577127512080384.html
整租·公园大道上峯 3室2厅 南,4800 元/月,135.00㎡,渝北-中央公园-公园大道上峯,https://cq.lianjia.com/zufang/CQ1926580804599676928.html
整租·学樘府二期 3室2厅 西,1000 元/月,95.00㎡,沙坪坝-大学城-学樘府二期,https://cq.lianjia.com/zufang/CQ1926585305117229056.html
整租·万科城市花园 2室2厅 南,2000 元/月,81.00㎡,渝北-空港新城-万科城市花园,https://cq.lianjia.com/zufang/CQ1926583535641034752.html
整租·协信城 2室1厅 东南,6000 元/月,130.00㎡,南岸-南坪-协信城,https://cq.lianjia.com/zufang/CQ1926562150449414144.html
整租·融科金湖湾 2室2厅 南,2300 元/月,72.32㎡,渝北-鸳鸯-融科金湖湾,https://cq.lianjia.com/zufang/CQ1926564724053377024.html
整租·浦辉海棠晓月C区 1室1厅 东南,1500 元/月,53.00㎡,南岸-南滨路-浦辉海棠晓月C区,https://cq.lianjia.com/zufang/CQ1926566652095234048.html
整租·龙湖U城八组团 1室1厅 南,1200 元/月,33.00㎡,沙坪坝-大学城-龙湖U城八组团,https://cq.lianjia.com/zufang/CQ1926564761412042752.html
合租·盛世华城（九龙坡） 3居室 南卧,600 元/月,25.00㎡,九龙坡-杨家坪-盛世华城（九龙坡）,https://cq.lianjia.com/zufang/CQ1887251165427531776.html
整租·曼哈顿城 3室2厅 东,1300 元/月,93.00㎡,巴南-李家沱-曼哈顿城,https://cq.lianjia.com/zufang/CQ1926554711784161280.html
整租·恒大御景天下 2室1厅 南,1100 元/月,80.00㎡,江津-双福新区-恒大御景天下,https://cq.lianjia.com/zufang/CQ1926528445794222080.html
整租·武夷滨江 3室2厅 南,3000 元/月,135.00㎡,南岸-南滨路-武夷滨江,https://cq.lianjia.com/zufang/CQ1926550611369656320.html
合租·民生巷社区 4居室 南卧,600 元/月,15.00㎡,渝中-解放碑-民生巷社区,https://cq.lianjia.com/zufang/CQ1933006152912601088.html
整租·融创紫枫郡 2室2厅 东南,2400 元/月,85.00㎡,渝北-汽博中心-融创紫枫郡,https://cq.lianjia.com/zufang/CQ1926548428507054080.html
整租·长嘉汇朗峯 3室2厅 南,3700 元/月,99.00㎡,南岸-南滨路-长嘉汇朗峯,https://cq.lianjia.com/zufang/CQ1926551991375364096.html
整租·阳光100阿尔勒 4室2厅 西,5500 元/月,129.00㎡,巴南-龙洲湾-阳光100阿尔勒,https://cq.lianjia.com/zufang/CQ1926505441697726464.html
整租·恒大同景国际城T组团 1室1厅 东南,1800 元/月,52.00㎡,南岸-茶园新区-恒大同景国际城T组团,https://cq.lianjia.com/zufang/CQ1926506528005685248.html
整租·创汇首座 1室0厅 东南/南,2800 元/月,51.73㎡,渝中-解放碑-创汇首座,https://cq.lianjia.com/zufang/CQ1926504295818067968.html
整租·鹏运左岸 2室1厅 西,800 元/月,70.00㎡,长寿-桃花新城-鹏运左岸,https://cq.lianjia.com/zufang/CQ1926514878202249216.html
整租·金悦城 4室2厅 东南,3200 元/月,127.00㎡,沙坪坝-烈士墓-金悦城,https://cq.lianjia.com/zufang/CQ1926518258752552960.html
合租·融创紫枫郡 4居室 南卧,745 元/月,渝北-汽博中心-融创紫枫郡,精选,https://cq.lianjia.com/zufang/CQ1893541820458074112.html
整租·广厦城江畔语林 3室2厅 东南,1800 元/月,123.00㎡,九龙坡-黄桷坪-广厦城江畔语林,https://cq.lianjia.com/zufang/CQ1749371281238654976.html
整租·万科森林公园林漫 3室2厅 西南,2500 元/月,99.00㎡,渝北-中央公园-万科森林公园林漫,https://cq.lianjia.com/zufang/CQ1749338628544266240.html
合租·解甲园 5居室 东南卧,600 元/月,九龙坡-石桥铺-解甲园,精选,https://cq.lianjia.com/zufang/CQ1893894157227786240.html
整租·华城国际 2室2厅 南,1600 元/月,65.65㎡,南岸-四公里-华城国际,https://cq.lianjia.com/zufang/CQ1749345628384657408.html
合租·逸静丰豪 3居室 南卧,745 元/月,渝北-冉家坝-逸静丰豪,精选,https://cq.lianjia.com/zufang/CQ1894385616976609280.html
整租·香雨蓝苑 2室1厅 南/北,1700 元/月,81.00㎡,南岸-弹子石-香雨蓝苑,https://cq.lianjia.com/zufang/CQ1749370783081168896.html
整租·融创剑桥郡一期 2室1厅 东南/南,1600 元/月,58.00㎡,南岸-鹿角-融创剑桥郡一期,https://cq.lianjia.com/zufang/CQ1749337966787952640.html
整租·金山名都 3室2厅 南/北,1900 元/月,134.00㎡,渝北-汽博中心-金山名都,https://cq.lianjia.com/zufang/CQ1750081837121667072.html
整租·洺悦芳华 3室1厅 南,800 元/月,101.00㎡,沙坪坝-大学城-洺悦芳华,https://cq.lianjia.com/zufang/CQ1749777146185777152.html
合租·环卫大厦 3居室 南卧,750 元/月,20.00㎡,渝中-大坪-环卫大厦,https://cq.lianjia.com/zufang/CQ1894260433490018304.html
整租·星悦北恒紫云 4室2厅 北,2000 元/月,275.00㎡,渝北-礼嘉-星悦北恒紫云,https://cq.lianjia.com/zufang/CQ1750015935084756992.html
整租·旭城公园府邸 3室2厅 东,1500 元/月,100.00㎡,九龙坡-西彭-旭城公园府邸,https://cq.lianjia.com/zufang/CQ1750004839552647168.html
整租·天马支路 2室1厅 东南,1200 元/月,73.00㎡,沙坪坝-天星桥-天马支路,https://cq.lianjia.com/zufang/CQ1748202049184464896.html
合租·鲁能城中央公馆二期 5居室 南卧,645 元/月,15.00㎡,渝北-中央公园-鲁能城中央公馆二期,https://cq.lianjia.com/zufang/CQ1894421151057182720.html
整租·保利江上明珠拾年 3室1厅 东南,1500 元/月,101.00㎡,江北-鸿恩寺-保利江上明珠拾年,https://cq.lianjia.com/zufang/CQ1747227675686076416.html
整租·渝开发格莱美城 3室2厅 东,800 元/月,100.00㎡,沙坪坝-西永-渝开发格莱美城,https://cq.lianjia.com/zufang/CQ1747225859980263424.html
合租·恒大御景台 4居室 南卧,1150 元/月,48.00㎡,渝北-嘉州-恒大御景台,https://cq.lianjia.com/zufang/CQ1935570078485446656.html
合租·时代新都 3居室 南卧,501 元/月,15.00㎡,渝中-大坪-时代新都,https://cq.lianjia.com/zufang/CQ1933405205596995584.html
整租·财信铂雲府 3室2厅 南,900 元/月,98.00㎡,九龙坡-蟠龙-财信铂雲府,https://cq.lianjia.com/zufang/CQ1747233261165215744.html
整租·龙景苑(九龙坡) 3室2厅 东南,2000 元/月,118.30㎡,九龙坡-石桥铺-龙景苑(九龙坡),https://cq.lianjia.com/zufang/CQ1747482597706956800.html
整租·富力城五星名座 1室1厅 东,11400 元/月,178.17㎡,沙坪坝-大学城-富力城五星名座,https://cq.lianjia.com/zufang/CQ1747830653073752064.html
整租·富力城五星名座 1室1厅 东,10885 元/月,170.07㎡,沙坪坝-大学城-富力城五星名座,https://cq.lianjia.com/zufang/CQ1747830885006180352.html
整租·富力城五星名座 1室1厅 东南,10885 元/月,170.07㎡,沙坪坝-大学城-富力城五星名座,https://cq.lianjia.com/zufang/CQ1747831380949073920.html
合租·骄阳天际 3居室 南卧,650 元/月,15.00㎡,渝中-大坪-骄阳天际,https://cq.lianjia.com/zufang/CQ1933427699414466560.html
整租·富力城五星名座 1室1厅 东,11600 元/月,181.27㎡,沙坪坝-大学城-富力城五星名座,https://cq.lianjia.com/zufang/CQ1747831556333895680.html
合租·竞地花园 3居室 南卧,650 元/月,20.00㎡,渝中-大坪-竞地花园,https://cq.lianjia.com/zufang/CQ1933440749752287232.html
整租·协信阿卡迪亚 2室2厅 西北,2300 元/月,96.59㎡,渝中-大坪-协信阿卡迪亚,https://cq.lianjia.com/zufang/CQ1747223831174447104.html
整租·兆邦嘉璟 2室2厅 东南,1500 元/月,84.80㎡,渝北-龙头寺-兆邦嘉璟,https://cq.lianjia.com/zufang/CQ1747206588831105024.html
整租·金科天宸11街区 1室1厅 南,600 元/月,32.61㎡,沙坪坝-西永-金科天宸11街区,https://cq.lianjia.com/zufang/CQ1747548882042093568.html
合租·兴馨嘉园小区 5居室 南卧,750 元/月,渝北-龙头寺-兴馨嘉园小区,精选,https://cq.lianjia.com/zufang/CQ1848936753981816832.html
整租·煌华新纪元 1室1厅 南,1600 元/月,49.00㎡,沙坪坝-三峡广场-煌华新纪元,https://cq.lianjia.com/zufang/CQ1943909221187715072.html
整租·四海花园 2室1厅 南,1400 元/月,78.00㎡,南岸-南坪-四海花园,https://cq.lianjia.com/zufang/CQ1943890467749888000.html
整租·聚丰江山天下 1室0厅 东南,1000 元/月,45.00㎡,南岸-南滨路-聚丰江山天下,https://cq.lianjia.com/zufang/CQ1943894774469623808.html
整租·富邦金玖 1室0厅 西南,1200 元/月,40.00㎡,九龙坡-石桥铺-富邦金玖,https://cq.lianjia.com/zufang/CQ1943893620931166208.html
合租·皇冠自由城 5居室 南卧,800 元/月,渝北-黄泥磅-皇冠自由城,精选,https://cq.lianjia.com/zufang/CQ1849032914814107648.html
整租·城市领地 2室1厅 东南,2000 元/月,62.00㎡,江北-观音桥-城市领地,https://cq.lianjia.com/zufang/CQ1943888678954729472.html
整租·怡景大厦 1室0厅 东南,1300 元/月,37.00㎡,渝中-解放碑-怡景大厦,https://cq.lianjia.com/zufang/CQ1943888589104349184.html
合租·半山华府 5居室 南卧,900 元/月,江北-观音桥-半山华府,精选,https://cq.lianjia.com/zufang/CQ1850774799601631232.html
整租·彩云印象 3室1厅 南,1700 元/月,83.00㎡,九龙坡-蟠龙-彩云印象,https://cq.lianjia.com/zufang/CQ1943897083396227072.html
整租·金科天宸11街区 1室0厅 东,1200 元/月,32.00㎡,沙坪坝-西永-金科天宸11街区,https://cq.lianjia.com/zufang/CQ1943895773414424576.html
合租·皇冠东和 5居室 南卧,780 元/月,渝北-黄泥磅-皇冠东和,精选,https://cq.lianjia.com/zufang/CQ1850744354394603520.html
整租·鸥鹏K城 2室1厅 东南,2700 元/月,82.00㎡,江北-观音桥-鸥鹏K城,https://cq.lianjia.com/zufang/CQ1943892838727024640.html
整租·兰苑小居 2室1厅 南,1800 元/月,80.00㎡,渝北-龙溪-兰苑小居,https://cq.lianjia.com/zufang/CQ1943890806691594240.html
合租·星城汇 5居室 南卧,595 元/月,渝北-龙头寺-星城汇,精选,https://cq.lianjia.com/zufang/CQ1851144659636584448.html
整租·恒大同景国际城S组团 1室0厅 东南,2000 元/月,75.57㎡,南岸-茶园新区-恒大同景国际城S组团,https://cq.lianjia.com/zufang/CQ1943889648170303488.html
整租·融景城尚峰 2室2厅 北,2600 元/月,74.00㎡,江北-五里店-融景城尚峰,https://cq.lianjia.com/zufang/CQ1943893969914036224.html
整租·恒大同景国际城S组团 1室0厅 东南,1000 元/月,31.75㎡,南岸-茶园新区-恒大同景国际城S组团,https://cq.lianjia.com/zufang/CQ1943889194594074624.html
合租·北城国际中心 4居室 南卧,545 元/月,渝北-龙溪-北城国际中心,精选,https://cq.lianjia.com/zufang/CQ1870860489190277120.html
整租·天工太阳岛 2室2厅 西南,2700 元/月,97.00㎡,渝北-龙头寺-天工太阳岛,https://cq.lianjia.com/zufang/CQ1943895349131214848.html
整租·融侨半岛云满庭D区 3室2厅 南,2000 元/月,120.00㎡,南岸-融侨半岛-融侨半岛云满庭D区,https://cq.lianjia.com/zufang/CQ1943892039569506304.html
整租·同景国际P组团 2室2厅 东南,1300 元/月,南岸-茶园新区-同景国际P组团,精选,https://cq.lianjia.com/zufang/CQ1871065898102554624.html
合租·中海紫御江山紫峰 4居室 南卧,700 元/月,21.00㎡,江北-江北嘴-中海紫御江山紫峰,https://cq.lianjia.com/zufang/CQ1849661337399984128.html
合租·华夏城三区 8居室 东南卧,700 元/月,20.00㎡,渝北-人和-华夏城三区,https://cq.lianjia.com/zufang/CQ1943931562491904000.html
合租·御景天成 4居室 南卧,750 元/月,25.00㎡,江北-黄泥磅-御景天成,https://cq.lianjia.com/zufang/CQ1851275690935058432.html
合租·洋河花园 4居室 南卧,800 元/月,22.00㎡,江北-黄泥磅-洋河花园,https://cq.lianjia.com/zufang/CQ1871116977435574272.html
整租·康桥融府 1室1厅 南,1400 元/月,32.80㎡,渝北-照母山-康桥融府,https://cq.lianjia.com/zufang/CQ1943939069159407616.html
整租·洺悦府 4室2厅 南,3200 元/月,130.00㎡,江北-大石坝-洺悦府,https://cq.lianjia.com/zufang/CQ1943938429712596992.html
整租·重庆来福士广场 4室2厅 北,15500 元/月,274.46㎡,渝中-朝天门-重庆来福士广场,https://cq.lianjia.com/zufang/CQ1871068447387942912.html
整租·亚太商谷二期三期 2室1厅 东南,1800 元/月,59.00㎡,南岸-南坪-亚太商谷二期三期,https://cq.lianjia.com/zufang/CQ1943924424897986560.html
合租·美利山公园城市 5居室 南卧,645 元/月,渝北-鸳鸯-美利山公园城市,精选,https://cq.lianjia.com/zufang/CQ1940062538859282432.html
合租·天工太阳岛 5居室 南卧,600 元/月,渝北-龙头寺-天工太阳岛,精选,https://cq.lianjia.com/zufang/CQ1915255001614123008.html
整租·学府江山A区 2室1厅 东南/南,1000 元/月,81.00㎡,北碚-城南新区-学府江山A区,https://cq.lianjia.com/zufang/CQ1926973691984347136.html
整租·熙街熙都会 3室2厅 东南,1800 元/月,85.00㎡,沙坪坝-大学城-熙街熙都会,https://cq.lianjia.com/zufang/CQ1926967190561488896.html
整租·民主三村 2室1厅 东南,700 元/月,57.51㎡,九龙坡-杨家坪-民主三村,https://cq.lianjia.com/zufang/CQ1926972080562110464.html
整租·润丰水尚 4室2厅 南,4800 元/月,180.00㎡,渝北-中央公园东区-润丰水尚,https://cq.lianjia.com/zufang/CQ1926966421045116928.html
整租·中交万都汇 1室0厅 南,600 元/月,42.00㎡,大渡口-巴国城-中交万都汇,https://cq.lianjia.com/zufang/CQ1926963465365225472.html
合租·天工太阳岛 5居室 南卧,1250 元/月,渝北-龙头寺-天工太阳岛,精选,https://cq.lianjia.com/zufang/CQ1915255008979320832.html
整租·城市经典 1室1厅 南/北,1700 元/月,41.00㎡,江北-观音桥-城市经典,https://cq.lianjia.com/zufang/CQ1926964120163188736.html
整租·金开玖號 3室2厅 西南,3000 元/月,91.00㎡,渝北-照母山-金开玖號,https://cq.lianjia.com/zufang/CQ1927182595288727552.html
整租·恒大绿岛新城E区 3室2厅 南,1600 元/月,93.00㎡,璧山-璧山-恒大绿岛新城E区,https://cq.lianjia.com/zufang/CQ1927021446236733440.html
整租·广胜大厦 3室1厅 东南/南,1500 元/月,80.00㎡,南岸-南坪-广胜大厦,https://cq.lianjia.com/zufang/CQ1927081733010751488.html
合租·康田蔚蓝海D区 5居室 东南卧,895 元/月,渝北-照母山-康田蔚蓝海D区,精选,https://cq.lianjia.com/zufang/CQ1915249466781204480.html
整租·东海阿特豪斯 3室2厅 东南,1900 元/月,114.00㎡,大渡口-巴国城-东海阿特豪斯,https://cq.lianjia.com/zufang/CQ1927050285377650688.html
合租·金州苑依山郡 4居室 南卧,680 元/月,渝北-照母山-金州苑依山郡,精选,https://cq.lianjia.com/zufang/CQ1941884551118716928.html
合租·皇冠自由城 3居室 南卧,900 元/月,渝北-黄泥磅-皇冠自由城,精选,https://cq.lianjia.com/zufang/CQ1942209435254390784.html
整租·恒大嘉州城 1室1厅 东南,4100 元/月,77.41㎡,渝北-嘉州-恒大嘉州城,https://cq.lianjia.com/zufang/CQ1927042903096426496.html
整租·华宇广场 3室2厅 东南,3400 元/月,120.00㎡,沙坪坝-三峡广场-华宇广场,https://cq.lianjia.com/zufang/CQ1927014002827722752.html
整租·融创紫枫郡 2室1厅 东南,2500 元/月,85.00㎡,渝北-汽博中心-融创紫枫郡,https://cq.lianjia.com/zufang/CQ1927035718840877056.html
整租·龙湖新壹城 1室0厅 南,950 元/月,九龙坡-石桥铺-龙湖新壹城,精选,https://cq.lianjia.com/zufang/CQ1942241711665184768.html
整租·骏逸蓝山 2室2厅 东,1800 元/月,82.27㎡,南岸-四公里-骏逸蓝山,https://cq.lianjia.com/zufang/CQ1926990851351773184.html
整租·天誉时代汇 1室1厅 南,1400 元/月,南岸-弹子石-天誉时代汇,精选,https://cq.lianjia.com/zufang/CQ1942248263008649216.html
整租·江屿朗廷 3室2厅 东南,2500 元/月,101.00㎡,渝中-大坪-江屿朗廷,https://cq.lianjia.com/zufang/CQ1926989263073705984.html
整租·日月潭大厦 5室1厅 南,3500 元/月,159.73㎡,渝北-松树桥-日月潭大厦,https://cq.lianjia.com/zufang/CQ1942138452573159424.html
合租·龙湖水晶郦城朗苑 5居室 南卧,700 元/月,20.00㎡,渝北-北环-龙湖水晶郦城朗苑,https://cq.lianjia.com/zufang/CQ1942208850090262528.html
整租·金科廊桥水乡E区 3室2厅 南,1800 元/月,101.00㎡,沙坪坝-大学城-金科廊桥水乡E区,https://cq.lianjia.com/zufang/CQ1926987256824856576.html
整租·山顶道国宾城 5室2厅 东南,6500 元/月,183.00㎡,渝北-嘉州-山顶道国宾城,https://cq.lianjia.com/zufang/CQ1927003479067328512.html
整租·新鸥鹏教育城二期 3室2厅 东北,2800 元/月,71.00㎡,江北-江北嘴-新鸥鹏教育城二期,https://cq.lianjia.com/zufang/CQ1926997541002412032.html
整租·联芳大众综合楼 1室1厅 南,1050 元/月,58.39㎡,沙坪坝-天星桥-联芳大众综合楼,https://cq.lianjia.com/zufang/CQ1927204229395513344.html
整租·华宇观澜华府 4室1厅 复式 西南,1000 元/月,137.00㎡,大渡口-双山-华宇观澜华府,https://cq.lianjia.com/zufang/CQ1927198746035093504.html
合租·鲁能星城八街区 5居室 南卧,520 元/月,江北-龙头寺-鲁能星城八街区,精选,https://cq.lianjia.com/zufang/CQ1834479378369609728.html
整租·金辉云缦长滩 3室2厅 东,3000 元/月,83.00㎡,九龙坡-杨家坪-金辉云缦长滩,https://cq.lianjia.com/zufang/CQ1918944189224058880.html
整租·聚丰锦绣盛世 1室0厅 东南,1200 元/月,31.00㎡,渝中-解放碑-聚丰锦绣盛世,https://cq.lianjia.com/zufang/CQ1918942971357560832.html
整租·融侨半岛云满庭D区 2室1厅 东南,1800 元/月,99.00㎡,南岸-融侨半岛-融侨半岛云满庭D区,https://cq.lianjia.com/zufang/CQ1918941913013026816.html
整租·长嘉汇朗峯 4室4厅 西南,5800 元/月,146.00㎡,南岸-南滨路-长嘉汇朗峯,https://cq.lianjia.com/zufang/CQ1918940560077357056.html
整租·京汉凤凰城 2室1厅 南,1400 元/月,72.00㎡,巴南-龙洲湾-京汉凤凰城,https://cq.lianjia.com/zufang/CQ1918944539754627072.html
整租·海宇西湖山水 4室2厅 东南,4800 元/月,200.00㎡,北碚-城南新区-海宇西湖山水,https://cq.lianjia.com/zufang/CQ1918907224164401152.html
整租·保利和光尘樾 3室2厅 南/北,1500 元/月,104.00㎡,渝北-悦来-保利和光尘樾,https://cq.lianjia.com/zufang/CQ1918905199724855296.html
