标题,价格,面积,区域,链接
整租·中核智慧城 3室1厅 南,1900 元/月,99.00㎡,滨海新区-中新生态城-中核智慧城,https://tj.lianjia.com/zufang/TJ1798741646309851136.html
整租·美坪园 1室0厅 东,3500 元/月,26.31㎡,南开-王顶堤-美坪园,https://tj.lianjia.com/zufang/TJ1798674506831626240.html
整租·季景馨园 3室2厅 南/北,1800 元/月,131.00㎡,东丽-万新街-季景馨园,https://tj.lianjia.com/zufang/TJ1798950827881136128.html
整租·恒大绿洲馨园 3室2厅 南/北,5220 元/月,223.00㎡,东丽-东丽湖-恒大绿洲馨园,https://tj.lianjia.com/zufang/TJ1798639882134880256.html
整租·松月村 2室1厅 南,3200 元/月,63.00㎡,和平-南营门街-松月村,https://tj.lianjia.com/zufang/TJ1798671523737763840.html
合租·祥居公寓 4居室 北卧,1260 元/月,红桥-西于庄-祥居公寓,精选,https://tj.lianjia.com/zufang/TJ1643013496062869504.html
合租·香雪苑 3居室 南卧,1190 元/月,12.86㎡,津南-双港-香雪苑,https://tj.lianjia.com/zufang/TJ1636497958432145408.html
合租·天津恒大御景湾 4居室 南卧,1060 元/月,18.00㎡,北辰-宜兴埠-天津恒大御景湾,https://tj.lianjia.com/zufang/TJ1764595222752264192.html
整租·子牙里 1室1厅 南,2270 元/月,44.80㎡,红桥-西于庄-子牙里,https://tj.lianjia.com/zufang/TJ1767015169105330176.html
整租·宜春里 2室1厅 南/北,750 元/月,53.73㎡,滨海新区-茶淀街-宜春里,https://tj.lianjia.com/zufang/TJ1798650813225107456.html
整租·龙津园 1室0厅 南,3000 元/月,42.89㎡,西青-大寺-龙津园,https://tj.lianjia.com/zufang/TJ1798666509996785664.html
整租·万科生态之光 3室2厅 南/北,1600 元/月,92.00㎡,滨海新区-中新生态城-万科生态之光,https://tj.lianjia.com/zufang/TJ1798651470376075264.html
合租·保利尚林苑 4居室 南卧,1030 元/月,17.20㎡,西青-张家窝-保利尚林苑,https://tj.lianjia.com/zufang/TJ1767254868755480576.html
合租·金蕾花园 5居室 南卧,1230 元/月,10.60㎡,河北-望海楼-金蕾花园,https://tj.lianjia.com/zufang/TJ1767151888710500352.html
整租·金智园 1室1厅 南/北,8800 元/月,482.73㎡,东丽-华明镇-金智园,https://tj.lianjia.com/zufang/TJ1798610933459714048.html
合租·千吉花园 5居室 南卧,2130 元/月,17.80㎡,红桥-三条石-千吉花园,https://tj.lianjia.com/zufang/TJ1644453291964235776.html
整租·金智园 1室1厅 南,8800 元/月,482.73㎡,东丽-华明镇-金智园,https://tj.lianjia.com/zufang/TJ1798593090622062592.html
整租·融和广场 4室1厅 北,10000 元/月,285.17㎡,东丽-空港经济区-融和广场,https://tj.lianjia.com/zufang/TJ1798612157458284544.html
合租·招商公园1872 4居室 南卧,1190 元/月,14.94㎡,西青-张家窝-招商公园1872,https://tj.lianjia.com/zufang/TJ1651007091717963776.html
合租·融侨阳光城皓玥 4居室 南卧,990 元/月,16.03㎡,西青-张家窝-融侨阳光城皓玥,https://tj.lianjia.com/zufang/TJ1657186250517381120.html
整租·松江东湖小镇 2室1厅 南,600 元/月,95.00㎡,东丽-东丽湖-松江东湖小镇,https://tj.lianjia.com/zufang/TJ1800444160784728064.html
整租·宜彤园 2室1厅 南,2000 元/月,76.65㎡,北辰-宜兴埠-宜彤园,https://tj.lianjia.com/zufang/TJ1653957944225562624.html
整租·宜宾东里 1室1厅 南,2530 元/月,31.27㎡,南开-嘉陵道街-宜宾东里,https://tj.lianjia.com/zufang/TJ1771009546114826240.html
整租·桂江里(河西区) 2室1厅 东,1700 元/月,60.00㎡,河西-东海街-桂江里(河西区),https://tj.lianjia.com/zufang/TJ1800429506129821696.html
合租·国风星苑一期 3居室 南卧,1330 元/月,西青-津门湖-国风星苑一期,精选,https://tj.lianjia.com/zufang/TJ1813503619962503168.html
整租·双威悦馨苑 3室2厅 南,3500 元/月,151.00㎡,滨海新区-中新生态城-双威悦馨苑,https://tj.lianjia.com/zufang/TJ1918977274380550144.html
整租·地华里 1室0厅 南,1300 元/月,35.00㎡,南开-华苑-地华里,https://tj.lianjia.com/zufang/TJ1927702370850963456.html
整租·海航YOHO 2室2厅 北,1800 元/月,49.98㎡,东丽-空港经济区-海航YOHO,https://tj.lianjia.com/zufang/TJ1918968710509363200.html
整租·迎风里 1室1厅 南,2930 元/月,南开-王顶堤-迎风里,精选,https://tj.lianjia.com/zufang/TJ1814929776763207680.html
整租·绿地新里北苑 2室0厅 东,29376 元/月,279.78㎡,北辰-宜兴埠-绿地新里北苑,https://tj.lianjia.com/zufang/TJ1927717013145255936.html
合租·远洋新干线 4居室 南卧,1290 元/月,东丽-空港经济区-远洋新干线,精选,https://tj.lianjia.com/zufang/TJ1815307031330947072.html
整租·宝鑫景苑 3室1厅 南/北,1100 元/月,103.00㎡,宝坻-北城路-宝鑫景苑,https://tj.lianjia.com/zufang/TJ1927734884168630272.html
合租·尚佳新苑 3居室 东卧,1678 元/月,南开-鼓楼街-尚佳新苑,精选,https://tj.lianjia.com/zufang/TJ1884551769388744704.html
整租·水木天成翠杨园 3室1厅 跃层 南/北,3000 元/月,136.00㎡,红桥-西沽街-水木天成翠杨园,https://tj.lianjia.com/zufang/TJ1918982065001332736.html
整租·境界梅江 2室1厅 南,3600 元/月,87.50㎡,西青-津门湖-境界梅江,https://tj.lianjia.com/zufang/TJ1927915069392289792.html
整租·艺术公寓 1室1厅 东南,2400 元/月,47.00㎡,南开-鼓楼街-艺术公寓,https://tj.lianjia.com/zufang/TJ1927937729895596032.html
合租·金融街融汇 4居室 南卧,1190 元/月,8.40㎡,西青-海泰高新区-金融街融汇,https://tj.lianjia.com/zufang/TJ1812792483071918080.html
合租·融创臻园 3居室 东卧,890 元/月,7.96㎡,北辰-小淀镇-融创臻园,https://tj.lianjia.com/zufang/TJ1813998797081018368.html
合租·中国铁建桥馨苑 4居室 南卧,1490 元/月,26.90㎡,东丽-空港经济区-中国铁建桥馨苑,https://tj.lianjia.com/zufang/TJ1814684770899066880.html
整租·中宜里 2室1厅 南/北,1500 元/月,60.00㎡,河北-铁东路-中宜里,https://tj.lianjia.com/zufang/TJ1927928631275814912.html
整租·程林里小区 1室1厅 西,1500 元/月,22.81㎡,河东-上杭路-程林里小区,https://tj.lianjia.com/zufang/TJ1927925581958086656.html
整租·凤岐里 1室1厅 南,2090 元/月,34.15㎡,河东-万新村-凤岐里,https://tj.lianjia.com/zufang/TJ1815784742839123968.html
整租·元吉里 2室1厅 南/北,2000 元/月,60.00㎡,河北-鸿顺里街-元吉里,https://tj.lianjia.com/zufang/TJ1918999690334961664.html
整租·广建里 3室2厅 南,1400 元/月,116.00㎡,津南-咸水沽-广建里,https://tj.lianjia.com/zufang/TJ1927925073021239296.html
合租·金谷园（南开区） 3居室 北卧,1130 元/月,10.90㎡,南开-体育中心街-金谷园（南开区）,https://tj.lianjia.com/zufang/TJ1816370451354484736.html
整租·阳光100南开·喜马拉雅 2室2厅 南/西,7000 元/月,93.00㎡,南开-王顶堤-阳光100南开·喜马拉雅,https://tj.lianjia.com/zufang/TJ1927924603838005248.html
合租·盛庭豪景 3居室 南卧,960 元/月,10.80㎡,北辰-北仓镇-盛庭豪景,https://tj.lianjia.com/zufang/TJ1905588242560843776.html
整租·众美青城 2室2厅 南/北,2700 元/月,87.23㎡,滨海新区-中新生态城-众美青城,https://tj.lianjia.com/zufang/TJ1919005580819693568.html
整租·天馨家園 2室1厅 南,1800 元/月,127.01㎡,宝坻-海滨-天馨家園,https://tj.lianjia.com/zufang/TJ1919005799712030720.html
整租·上京嘉园 2室1厅 东南,1000 元/月,140.00㎡,宝坻-京津新城-上京嘉园,https://tj.lianjia.com/zufang/TJ1927921425922916352.html
整租·首创溪堤郡景园 3室2厅 跃层 南/北,1900 元/月,83.90㎡,东丽-华明镇-首创溪堤郡景园,https://tj.lianjia.com/zufang/TJ1927932646919241728.html
合租·联发锦里 4居室 北卧,1160 元/月,8.67㎡,西青-精武镇-联发锦里,https://tj.lianjia.com/zufang/TJ1886135873053917184.html
整租·潞河园 1室1厅 南,1200 元/月,51.18㎡,红桥-丁字沽街-潞河园,https://tj.lianjia.com/zufang/TJ1927928981575696384.html
整租·双发金玺城 2室1厅 南,2000 元/月,90.00㎡,北辰-果园新村-双发金玺城,https://tj.lianjia.com/zufang/TJ1918993420748062720.html
整租·海泰都市汇 2室1厅 南,2000 元/月,88.76㎡,西青-海泰高新区-海泰都市汇,https://tj.lianjia.com/zufang/TJ1802268305973575680.html
合租·金泰丽湾 4居室 北卧,1030 元/月,东丽-华明镇-金泰丽湾,精选,https://tj.lianjia.com/zufang/TJ1808446474258743296.html
合租·友和里 3居室 北卧,930 元/月,东丽-金钟街-友和里,精选,https://tj.lianjia.com/zufang/TJ1809867359779815424.html
合租·观园公寓 3居室 东卧,1230 元/月,南开-水上公园街-观园公寓,精选,https://tj.lianjia.com/zufang/TJ2070320867174793216.html
整租·海泰都市汇 2室1厅 南,2000 元/月,88.76㎡,西青-海泰高新区-海泰都市汇,https://tj.lianjia.com/zufang/TJ1802274826077863936.html
整租·原筑北区 2室1厅 南/北,900 元/月,89.00㎡,宝坻-潮阳大道-原筑北区,https://tj.lianjia.com/zufang/TJ1802245274534412288.html
整租·白堤路 2室1厅 南/北,9000 元/月,80.00㎡,南开-万兴街-白堤路,https://tj.lianjia.com/zufang/TJ1802218045406445568.html
合租·居华里 4居室 北卧,1190 元/月,南开-华苑-居华里,精选,https://tj.lianjia.com/zufang/TJ2085336101320392704.html
合租·正荣润璟湾 3居室 南卧,1130 元/月,西青-中北镇-正荣润璟湾,精选,https://tj.lianjia.com/zufang/TJ2085340060139388928.html
合租·天津恒大御景湾 4居室 南卧,1030 元/月,12.00㎡,北辰-宜兴埠-天津恒大御景湾,https://tj.lianjia.com/zufang/TJ1809080982846832640.html
合租·太阳城皓阳园 4居室 北卧,990 元/月,8.51㎡,河东-太阳城-太阳城皓阳园,https://tj.lianjia.com/zufang/TJ1810310600924856320.html
整租·经纬城市绿洲武清 3室2厅 南/北,1500 元/月,125.00㎡,武清-东蒲洼街-经纬城市绿洲武清,https://tj.lianjia.com/zufang/TJ1802281687673995264.html
整租·绿色家园 3室2厅 错层 南/北,1300 元/月,117.75㎡,宝坻-火车站-绿色家园,https://tj.lianjia.com/zufang/TJ1802292814147485696.html
整租·彰武楼 2室1厅 南,1550 元/月,58.57㎡,红桥-咸阳北路-彰武楼,https://tj.lianjia.com/zufang/TJ1802537283811803136.html
合租·锦绣大家 4居室 南卧,1130 元/月,17.70㎡,津南-海河教育园区-锦绣大家,https://tj.lianjia.com/zufang/TJ1810710911619432448.html
整租·灵秀丽苑 2室1厅 南,550 元/月,86.00㎡,宝坻-翡翠湾-灵秀丽苑,https://tj.lianjia.com/zufang/TJ1801889837171605504.html
合租·富力又一城合雅园 4居室 南卧,830 元/月,9.70㎡,津南-咸水沽-富力又一城合雅园,https://tj.lianjia.com/zufang/TJ1811200666765361152.html
整租·广银大厦 3室0厅 东,6500 元/月,122.42㎡,河西-马场街-广银大厦,https://tj.lianjia.com/zufang/TJ1801938285363200000.html
合租·太阳城皓阳园 3居室 西卧,1190 元/月,12.30㎡,河东-太阳城-太阳城皓阳园,https://tj.lianjia.com/zufang/TJ1812180507618705408.html
整租·京津星公馆 1室0厅 南,4900 元/月,106.00㎡,南开-广开街-京津星公馆,https://tj.lianjia.com/zufang/TJ1802544334877229056.html
整租·花郡家园 2室2厅 南/北,610 元/月,98.00㎡,武清-南湖-花郡家园,https://tj.lianjia.com/zufang/TJ1801971828189560832.html
整租·京津星公馆 1室0厅 南,5000 元/月,106.00㎡,南开-广开街-京津星公馆,https://tj.lianjia.com/zufang/TJ1802544149765816320.html
合租·津门正荣府 3居室 南卧,1130 元/月,12.33㎡,西青-张家窝-津门正荣府,https://tj.lianjia.com/zufang/TJ1812093309217144832.html
整租·经纬城市绿洲武清 3室2厅 南/北,500 元/月,100.75㎡,武清-东蒲洼街-经纬城市绿洲武清,https://tj.lianjia.com/zufang/TJ1801952177443307520.html
整租·众智园 3室1厅 南,2500 元/月,124.00㎡,滨海新区-杭州道-众智园,https://tj.lianjia.com/zufang/TJ1802567424982122496.html
合租·天房天拖盈秀园 4居室 南卧,1460 元/月,11.30㎡,南开-嘉陵道街-天房天拖盈秀园,https://tj.lianjia.com/zufang/TJ1813206134249488384.html
整租·京津星公馆 1室0厅 南,4900 元/月,106.00㎡,南开-广开街-京津星公馆,https://tj.lianjia.com/zufang/TJ1802545846135291904.html
整租·京津星公馆 1室0厅 南,6500 元/月,144.00㎡,南开-广开街-京津星公馆,https://tj.lianjia.com/zufang/TJ1802544617439100928.html
合租·雅仕兰庭 3居室 南卧,1260 元/月,12.53㎡,河东-富民路-雅仕兰庭,https://tj.lianjia.com/zufang/TJ2045773726930173952.html
整租·海河西岸公馆 1室1厅 东/南/西/北,87000 元/月,778.74㎡,河西-下瓦房-海河西岸公馆,https://tj.lianjia.com/zufang/TJ1802575519036735488.html
整租·东惠家园 1室1厅 南,2290 元/月,河东-常州道-东惠家园,精选,https://tj.lianjia.com/zufang/TJ2751863037270171648.html
整租·安泰小区 2室1厅 东/南,700 元/月,72.60㎡,滨海新区-海滨街-安泰小区,https://tj.lianjia.com/zufang/TJ1803301685586558976.html
合租·竞业里 2居室 南卧,1500 元/月,和平-南营门街-竞业里,精选,https://tj.lianjia.com/zufang/TJ2737671229565059072.html
整租·北新玉龙湾 2室2厅 南,600 元/月,93.00㎡,武清-东蒲洼街-北新玉龙湾,https://tj.lianjia.com/zufang/TJ1803002756571594752.html
整租·民和里（塘沽) 2室1厅 南/北,1600 元/月,66.00㎡,滨海新区-新村街-民和里（塘沽),https://tj.lianjia.com/zufang/TJ1802958265470943232.html
整租·民泰里 2室1厅 南/北,1300 元/月,65.00㎡,滨海新区-新村街-民泰里,https://tj.lianjia.com/zufang/TJ1802962956254707712.html
整租·义兴南里 1室1厅 北,2590 元/月,29.09㎡,南开-万兴街-义兴南里,https://tj.lianjia.com/zufang/TJ2683460660385284096.html
整租·金泰丽湾 1室1厅 南/西北,5888 元/月,228.00㎡,东丽-华明镇-金泰丽湾,https://tj.lianjia.com/zufang/TJ1802929311540314112.html
整租·京津星公馆 1室1厅 东,5200 元/月,112.00㎡,南开-广开街-京津星公馆,https://tj.lianjia.com/zufang/TJ1802974991092809728.html
整租·依水和墅 4室3厅 南/北,20000 元/月,235.00㎡,滨海新区-中新生态城-依水和墅,https://tj.lianjia.com/zufang/TJ1803015006988533760.html
整租·唐口新村六段 2室1厅 南/北,1500 元/月,42.00㎡,河东-唐家口-唐口新村六段,https://tj.lianjia.com/zufang/TJ1803019012771151872.html
整租·碧桂园天誉 1室0厅 北,6700 元/月,197.00㎡,滨海新区-响螺湾-碧桂园天誉,https://tj.lianjia.com/zufang/TJ1803010943500681216.html
整租·曙光里(大港区) 3室2厅 南/北,2200 元/月,135.00㎡,滨海新区-大港街-曙光里(大港区),https://tj.lianjia.com/zufang/TJ1803059221533556736.html
整租·天和林溪博园 2室1厅 南,650 元/月,85.00㎡,武清-静湖-天和林溪博园,https://tj.lianjia.com/zufang/TJ1803263321432915968.html
整租·世茂国风锦唐 4室2厅 南/北,3500 元/月,145.00㎡,滨海新区-中新生态城-世茂国风锦唐,https://tj.lianjia.com/zufang/TJ1803004186476937216.html
整租·鸿坤理想城 3室2厅 南,1500 元/月,105.89㎡,静海-团泊东-鸿坤理想城,https://tj.lianjia.com/zufang/TJ1803029232834576384.html
整租·万科金奥广场 1室1厅 南,2400 元/月,43.00㎡,西青-津门湖-万科金奥广场,https://tj.lianjia.com/zufang/TJ1803363459098738688.html
合租·盛庭名景 4居室 南卧,1130 元/月,17.40㎡,北辰-北仓镇-盛庭名景,https://tj.lianjia.com/zufang/TJ2742457065652879360.html
合租·太阳城皓阳园 4居室 南卧,1190 元/月,12.40㎡,河东-太阳城-太阳城皓阳园,https://tj.lianjia.com/zufang/TJ2748260309289402368.html
整租·融创东岸名郡 1室1厅 南,600 元/月,66.00㎡,北辰-双街-融创东岸名郡,https://tj.lianjia.com/zufang/TJ1803357966175305728.html
整租·观澜花苑 3室2厅 南,700 元/月,137.59㎡,武清-黄庄-观澜花苑,https://tj.lianjia.com/zufang/TJ1803359359141412864.html
整租·闽侯路 1室1厅 南,5500 元/月,11.80㎡,河西-下瓦房-闽侯路,https://tj.lianjia.com/zufang/TJ1803374163658801152.html
整租·铜锣湾花园 1室1厅 北,2790 元/月,36.29㎡,南开-鼓楼街-铜锣湾花园,https://tj.lianjia.com/zufang/TJ2749719503163637760.html
合租·春华里（河东区） 2居室 西南卧,1390 元/月,8.30㎡,河东-春华街-春华里（河东区）,https://tj.lianjia.com/zufang/TJ1860335750805979136.html
整租·橙圃园 2室1厅 南/北,1350 元/月,80.00㎡,北辰-北仓镇-橙圃园,https://tj.lianjia.com/zufang/TJ1803428719713320960.html
合租·利海家园 3居室 东卧,1190 元/月,13.00㎡,西青-侯台-利海家园,https://tj.lianjia.com/zufang/TJ1817754355558776832.html
整租·凤河孔雀城 3室2厅 东/西,1300 元/月,91.00㎡,武清-大王古镇-凤河孔雀城,https://tj.lianjia.com/zufang/TJ1803390626629156864.html
整租·艺术公寓 3室1厅 东南,3800 元/月,96.00㎡,南开-鼓楼街-艺术公寓,https://tj.lianjia.com/zufang/TJ1803448504958320640.html
整租·万顺空港融和广场雅仕阁公寓 1室1厅 北,2500 元/月,43.27㎡,东丽-万新街-万顺空港融和广场雅仕阁公寓,https://tj.lianjia.com/zufang/TJ1803408707728441344.html
整租·远洋国际中心 1室1厅 南,14000 元/月,191.41㎡,河东-春华街-远洋国际中心,https://tj.lianjia.com/zufang/TJ1803733506988179456.html
整租·香雍玖和 3室2厅 南/北,600 元/月,145.00㎡,武清-东蒲洼街-香雍玖和,https://tj.lianjia.com/zufang/TJ1689930831335784448.html
整租·盛华园 3室2厅 跃层 南/北,3500 元/月,129.61㎡,河东-春华街-盛华园,https://tj.lianjia.com/zufang/TJ1793192977732993024.html
整租·靖泰里 2室1厅 南,3090 元/月,河东-常州道-靖泰里,精选,https://tj.lianjia.com/zufang/TJ1922667290592018432.html
合租·假日风景花园 3居室 南卧,1260 元/月,西青-中北镇-假日风景花园,精选,https://tj.lianjia.com/zufang/TJ1922924159512346624.html
合租·大唐印象唐雅苑 5居室 北卧,760 元/月,8.70㎡,东丽-华明镇-大唐印象唐雅苑,https://tj.lianjia.com/zufang/TJ1909586605287407616.html
整租·普霖花园 5室2厅 跃层 南/北,25000 元/月,584.72㎡,津南-双港-普霖花园,https://tj.lianjia.com/zufang/TJ1793236078900019200.html
合租·国风星苑一期 4居室 北卧,1168 元/月,13.97㎡,西青-津门湖-国风星苑一期,https://tj.lianjia.com/zufang/TJ1909617300592394240.html
整租·梧桐大道 3室2厅 南/北,850 元/月,90.00㎡,武清-南湖-梧桐大道,https://tj.lianjia.com/zufang/TJ1690320052827455488.html
整租·富兴御园 2室1厅 南,1200 元/月,95.88㎡,武清-下朱庄-富兴御园,https://tj.lianjia.com/zufang/TJ1690557177023954944.html
合租·富力又一城合雅园 4居室 东卧,730 元/月,6.50㎡,津南-咸水沽-富力又一城合雅园,https://tj.lianjia.com/zufang/TJ1909921974084173824.html
合租·敬贤里 3居室 南卧,1390 元/月,15.30㎡,河北-铁东路-敬贤里,https://tj.lianjia.com/zufang/TJ1910399454070964224.html
整租·富力合祥园 3室2厅 南,1200 元/月,131.00㎡,津南-咸水沽-富力合祥园,https://tj.lianjia.com/zufang/TJ1690648090857439232.html
整租·广阳里 2室0厅 东/南/北,1100 元/月,30.00㎡,红桥-邵公庄-广阳里,https://tj.lianjia.com/zufang/TJ1793148176492920832.html
整租·融创运河宸院 3室2厅 南/北,900 元/月,128.00㎡,北辰-双街-融创运河宸院,https://tj.lianjia.com/zufang/TJ1793139675095891968.html
整租·榆关道天电大楼 2室1厅 南,1400 元/月,65.00㎡,河北-铁东路-榆关道天电大楼,https://tj.lianjia.com/zufang/TJ1793245975544856576.html
整租·华亭国际 2室1厅 南/北,2400 元/月,89.00㎡,西青-中北镇-华亭国际,https://tj.lianjia.com/zufang/TJ1794301043694108672.html
合租·咸阳南里 3居室 东卧,1160 元/月,7.47㎡,南开-嘉陵道街-咸阳南里,https://tj.lianjia.com/zufang/TJ1879953726429462528.html
整租·靶挡村路 2室1厅 南,1800 元/月,60.00㎡,河东-春华街-靶挡村路,https://tj.lianjia.com/zufang/TJ1693565377637777408.html
合租·融泰城 5居室 南卧,1060 元/月,13.00㎡,西青-李七庄-融泰城,https://tj.lianjia.com/zufang/TJ1880210826325917696.html
整租·金钟公寓 2室1厅 南/北,2300 元/月,69.00㎡,河北-望海楼-金钟公寓,https://tj.lianjia.com/zufang/TJ1794281890220343296.html
整租·凤河孔雀城 2室2厅 南/北,1350 元/月,81.85㎡,武清-大王古镇-凤河孔雀城,https://tj.lianjia.com/zufang/TJ1794242551436279808.html
整租·万科金奥广场 2室1厅 西北,3100 元/月,55.00㎡,西青-津门湖-万科金奥广场,https://tj.lianjia.com/zufang/TJ1693152152026873856.html
整租·建安里 3室1厅 南/北,1800 元/月,128.00㎡,滨海新区-大港街-建安里,https://tj.lianjia.com/zufang/TJ1794203629310181376.html
整租·绮景家园 4室1厅 跃层 南/北,8000 元/月,252.00㎡,北辰-天穆镇-绮景家园,https://tj.lianjia.com/zufang/TJ1692873241296633856.html
整租·福安里 2室0厅 西南,2000 元/月,23.80㎡,和平-小白楼-福安里,https://tj.lianjia.com/zufang/TJ1693856922886733824.html
整租·阅湖苑 3室2厅 南,1200 元/月,80.00㎡,东丽-东丽湖-阅湖苑,https://tj.lianjia.com/zufang/TJ1794222111221350400.html
合租·象博豪庭 4居室 北卧,1130 元/月,12.80㎡,津南-双林-象博豪庭,https://tj.lianjia.com/zufang/TJ1922330445890977792.html
整租·天津壹街区静德花园 2室2厅 南,4800 元/月,113.88㎡,南开-鼓楼街-天津壹街区静德花园,https://tj.lianjia.com/zufang/TJ1793929695192940544.html
整租·团结北里 2室1厅 南/北,1800 元/月,61.40㎡,河东-中山门街-团结北里,https://tj.lianjia.com/zufang/TJ1793914205292724224.html
整租·普天里 1室1厅 南,1200 元/月,58.08㎡,北辰-天穆镇-普天里,https://tj.lianjia.com/zufang/TJ1692749039755329536.html
合租·万科西华府 4居室 北卧,1030 元/月,西青-中北镇-万科西华府,精选,https://tj.lianjia.com/zufang/TJ1681175679497928704.html
整租·富力新城 3室2厅 南/北,500 元/月,138.00㎡,静海-团泊东-富力新城,https://tj.lianjia.com/zufang/TJ1917807118203748352.html
整租·汾阳里 1室1厅 南/北,1800 元/月,53.16㎡,南开-长虹街-汾阳里,https://tj.lianjia.com/zufang/TJ1906200238121549824.html
整租·松风东里 1室1厅 南,2360 元/月,河东-万新村-松风东里,精选,https://tj.lianjia.com/zufang/TJ1682876437553479680.html
合租·光湖里 2居室 西卧,1760 元/月,南开-学府街-光湖里,精选,https://tj.lianjia.com/zufang/TJ1683240858247233536.html
整租·全运村锦葵园 1室1厅 北,25000 元/月,249.00㎡,河西-新梅江-全运村锦葵园,https://tj.lianjia.com/zufang/TJ1906193352269758464.html
整租·特变中央湖 2室1厅 南/北,800 元/月,89.27㎡,武清-东蒲洼街-特变中央湖,https://tj.lianjia.com/zufang/TJ1917807383002742784.html
合租·溪悦园 4居室 北卧,620 元/月,西青-中北镇-溪悦园,精选,https://tj.lianjia.com/zufang/TJ1837175362535030784.html
合租·津铁泽苑 3居室 南卧,1250 元/月,河西-尖山-津铁泽苑,精选,https://tj.lianjia.com/zufang/TJ1838176591776055296.html
整租·府君里 3室1厅 南/北,900 元/月,81.00㎡,蓟州-蓟州城区-府君里,https://tj.lianjia.com/zufang/TJ1872123335085654016.html
整租·滨雅花园（远洋城8期） 3室1厅 南/北,2000 元/月,107.00㎡,滨海新区-胡家园-滨雅花园（远洋城8期）,https://tj.lianjia.com/zufang/TJ1906337396610301952.html
整租·福松源庄 2室1厅 西北,1800 元/月,74.00㎡,津南-双林-福松源庄,https://tj.lianjia.com/zufang/TJ1917804679710900224.html
整租·水利新村 3室1厅 南/北,1000 元/月,128.04㎡,蓟州-蓟州城区-水利新村,https://tj.lianjia.com/zufang/TJ1872142166340403200.html
整租·津南华府 3室1厅 南/北,1000 元/月,110.00㎡,津南-咸水沽-津南华府,https://tj.lianjia.com/zufang/TJ1906336767183683584.html
整租·东联里 1室1厅 南,1100 元/月,24.38㎡,河北-新开河-东联里,https://tj.lianjia.com/zufang/TJ1872206108236447744.html
整租·天津碧桂园 4室2厅 跃层 南/北,2770 元/月,241.00㎡,津南-八里台-天津碧桂园,https://tj.lianjia.com/zufang/TJ1906344312505892864.html
合租·旭辉御府 3居室 南卧,1130 元/月,西青-中北镇-旭辉御府,精选,https://tj.lianjia.com/zufang/TJ1839870664815673344.html
合租·远洋新干线 4居室 南卧,1490 元/月,21.70㎡,东丽-空港经济区-远洋新干线,https://tj.lianjia.com/zufang/TJ1683217919619629056.html
整租·尚悦居 2室2厅 南,900 元/月,81.00㎡,武清-体育中心-尚悦居,https://tj.lianjia.com/zufang/TJ1906337468672638976.html
整租·合盛嘉园 2室1厅 南/北,600 元/月,85.00㎡,静海-静海其他-合盛嘉园,https://tj.lianjia.com/zufang/TJ1872191899071152128.html
整租·集贤里(北辰区) 2室1厅 南,1000 元/月,53.00㎡,北辰-集贤里-集贤里(北辰区),https://tj.lianjia.com/zufang/TJ1872188699710586880.html
整租·金领国际 1室1厅 北,2760 元/月,53.21㎡,红桥-三条石-金领国际,https://tj.lianjia.com/zufang/TJ1684371853809811456.html
整租·正源公寓 2室1厅 南/北,2600 元/月,90.00㎡,红桥-西沽街-正源公寓,https://tj.lianjia.com/zufang/TJ1917792078784364544.html
整租·兴盛里(大港区) 1室1厅 南,1100 元/月,44.50㎡,滨海新区-大港街-兴盛里(大港区),https://tj.lianjia.com/zufang/TJ1872191986979569664.html
合租·融创中央学府东区 4居室 南卧,830 元/月,8.92㎡,津南-海河教育园区-融创中央学府东区,https://tj.lianjia.com/zufang/TJ1687620350717722624.html
整租·富力又一城合安园 3室1厅 南,1600 元/月,89.50㎡,津南-咸水沽-富力又一城合安园,https://tj.lianjia.com/zufang/TJ1917791638961258496.html
整租·九龙里 2室1厅 南,500 元/月,55.00㎡,滨海新区-茶淀街-九龙里,https://tj.lianjia.com/zufang/TJ1872228113451057152.html
合租·红磡领世郡普泰花园 3居室 南卧,1060 元/月,13.50㎡,津南-双港-红磡领世郡普泰花园,https://tj.lianjia.com/zufang/TJ1688349146546700288.html
整租·丽景胜和园 1室1厅 南/北,1200 元/月,40.00㎡,滨海新区-杭州道-丽景胜和园,https://tj.lianjia.com/zufang/TJ1917780402211127296.html
合租·金融街融汇 4居室 南卧,1360 元/月,14.00㎡,西青-海泰高新区-金融街融汇,https://tj.lianjia.com/zufang/TJ1837901591009558528.html
合租·宝翠花都听景园 4居室 北卧,1030 元/月,北辰-瑞景居住区-宝翠花都听景园,精选,https://tj.lianjia.com/zufang/TJ1723355466718773248.html
整租·阳光壹佰北园 1室1厅 东,2100 元/月,48.00㎡,南开-体育中心街-阳光壹佰北园,https://tj.lianjia.com/zufang/TJ1919348845427294208.html
整租·海逸长洲恋海园 3室2厅 南/北,6000 元/月,160.00㎡,西青-津门湖-海逸长洲恋海园,https://tj.lianjia.com/zufang/TJ1919355409873764352.html
整租·天津碧桂园 2室2厅 南,2800 元/月,112.98㎡,津南-八里台-天津碧桂园,https://tj.lianjia.com/zufang/TJ1919367534063124480.html
整租·海泰绿色产业基地 3室3厅 南,10000 元/月,357.65㎡,西青-海泰高新区-海泰绿色产业基地,https://tj.lianjia.com/zufang/TJ1919408941888962560.html
