Title,Price,Area,Region,Link
合租·天府长城嘉南地 4居室 东卧,1230 元/月,8.50㎡,高新-天府长城-天府长城嘉南地,https://cd.lianjia.com/zufang/CD1782723294038851584.html
合租·天悦府 4居室 北卧,1760 元/月,15.20㎡,高新-大源-天悦府,https://cd.lianjia.com/zufang/CD1783121107990085632.html
合租·名士公馆 4居室 南卧,1230 元/月,10.91㎡,武侯-航空路-名士公馆,https://cd.lianjia.com/zufang/CD1784216731120566272.html
整租·融锦城 3室1厅 东南,2800 元/月,103.52㎡,成华-驷马桥-融锦城,https://cd.lianjia.com/zufang/CD1836406477158350848.html
整租·东方虹花苑 3室2厅 南,1300 元/月,97.82㎡,龙泉驿-阳光城-东方虹花苑,https://cd.lianjia.com/zufang/CD1836613335827611648.html
整租·蓝润城 4室2厅 东,1500 元/月,169.00㎡,双流-双流城区-蓝润城,https://cd.lianjia.com/zufang/CD1837030321070014464.html
整租·俊发星雅俊园 2室1厅 东南,1700 元/月,38.17㎡,锦江-三圣乡-俊发星雅俊园,https://cd.lianjia.com/zufang/CD1837055736702566400.html
整租·恒大名都 5室2厅 东南/南/西南,4100 元/月,184.72㎡,天府新区-海洋公园-恒大名都,https://cd.lianjia.com/zufang/CD1836637685742043136.html
整租·九号花园 2室2厅 西南,800 元/月,71.00㎡,简阳-河东新区-九号花园,https://cd.lianjia.com/zufang/CD1838520860219015168.html
整租·华侨城云岸 1室1厅 东南,2580 元/月,73.56㎡,金牛-华侨城-华侨城云岸,https://cd.lianjia.com/zufang/CD1838546556316286976.html
合租·交大南园 3居室 东北卧,990 元/月,10.70㎡,金牛-西南交大-交大南园,https://cd.lianjia.com/zufang/CD1786001818526941184.html
合租·锦龙云府 4居室 西卧,1030 元/月,9.60㎡,高新-广都-锦龙云府,https://cd.lianjia.com/zufang/CD1788936340495138816.html
整租·中铁诺德壹号望湖轩 3室2厅 南,3500 元/月,142.15㎡,天府新区-麓山-中铁诺德壹号望湖轩,https://cd.lianjia.com/zufang/CD1838768077873872896.html
合租·金桔花园二期北苑 3居室 南卧,1160 元/月,16.50㎡,金牛-花照壁-金桔花园二期北苑,https://cd.lianjia.com/zufang/CD1791049346322530304.html
整租·万科公园都会南区 4室2厅 东南,3000 元/月,136.15㎡,天府新区-麓湖生态城-万科公园都会南区,https://cd.lianjia.com/zufang/CD1837775888012279808.html
整租·祥福苑(武侯) 1室1厅 东南,2500 元/月,70.54㎡,武侯-玉林-祥福苑(武侯),https://cd.lianjia.com/zufang/CD1838170654021517312.html
整租·万贯金府星座 1室1厅 东南,2200 元/月,54.10㎡,金牛-花照壁-万贯金府星座,https://cd.lianjia.com/zufang/CD1838180735735824384.html
整租·招商天府玺 4室2厅 南,7000 元/月,194.53㎡,双流-文星镇-招商天府玺,https://cd.lianjia.com/zufang/CD1837859139556999168.html
整租·仁美大源印象 3室1厅 南,4200 元/月,90.93㎡,高新-大源-仁美大源印象,https://cd.lianjia.com/zufang/CD1936355162977206272.html
合租·青秀未遮山一期 4居室 东北卧,1160 元/月,成华-理工大-青秀未遮山一期,精选,https://cd.lianjia.com/zufang/CD1819298389330755584.html
整租·江安河畔 2室2厅 南,2500 元/月,93.44㎡,武侯-簇桥-江安河畔,https://cd.lianjia.com/zufang/CD1936356914497585152.html
整租·水岸丽舍 2室2厅 跃层 东南,3000 元/月,100.75㎡,青羊-草市街-水岸丽舍,https://cd.lianjia.com/zufang/CD1936383788586106880.html
整租·华侨城原岸 3室2厅 西南/西,3500 元/月,111.17㎡,金牛-华侨城-华侨城原岸,https://cd.lianjia.com/zufang/CD1936383711931006976.html
整租·佳兆业君汇上品 3室2厅 东南,2650 元/月,130.84㎡,天府新区-南湖-佳兆业君汇上品,https://cd.lianjia.com/zufang/CD1936382473554362368.html
整租·金沙西园三期 3室2厅 东南,3800 元/月,110.28㎡,青羊-金沙-金沙西园三期,https://cd.lianjia.com/zufang/CD1936384626641600512.html
合租·新里柏仕公馆 4居室 东北卧,990 元/月,8.50㎡,成华-东客站-新里柏仕公馆,https://cd.lianjia.com/zufang/CD1819191741031383040.html
合租·中铁鹭岛艺术城 4居室 西卧,990 元/月,6.90㎡,金牛-花牌坊-中铁鹭岛艺术城,https://cd.lianjia.com/zufang/CD1819308656223584256.html
整租·科华园 1室1厅 东,950 元/月,45.70㎡,龙泉驿-龙泉驿城区-科华园,https://cd.lianjia.com/zufang/CD1936393272712757248.html
合租·人居东湖长岛 5居室 南卧,1560 元/月,17.80㎡,锦江-东湖-人居东湖长岛,https://cd.lianjia.com/zufang/CD1822128433027612672.html
合租·锦城名都 4居室 东卧,930 元/月,6.43㎡,金牛-营门口-锦城名都,https://cd.lianjia.com/zufang/CD1824005958259441664.html
整租·香澜半岛 3室1厅 东南,2700 元/月,86.08㎡,成华-驷马桥-香澜半岛,https://cd.lianjia.com/zufang/CD1936398591518048256.html
合租·新里柏仕公馆 3居室 西卧,1160 元/月,10.30㎡,成华-东客站-新里柏仕公馆,https://cd.lianjia.com/zufang/CD1854410191160737792.html
整租·静居嘉苑 3室2厅 南,3433 元/月,109.99㎡,锦江-静居寺-静居嘉苑,https://cd.lianjia.com/zufang/CD1936400081129308160.html
整租·海伦天麓 1室1厅 南,900 元/月,33.00㎡,天府新区-麓山-海伦天麓,https://cd.lianjia.com/zufang/CD1936387627468980224.html
整租·中海天府麓湾 3室2厅 南,3000 元/月,122.00㎡,天府新区-麓山-中海天府麓湾,https://cd.lianjia.com/zufang/CD1936388829938188288.html
整租·源滩国际社区 1室1厅 东南,2200 元/月,72.00㎡,成华-理工大-源滩国际社区,https://cd.lianjia.com/zufang/CD1936618213416632320.html
合租·朗基天香 5居室 南卧,750 元/月,16.00㎡,高新-大源-朗基天香,https://cd.lianjia.com/zufang/CD1854216532083605504.html
整租·一里塘新型社区四期 2室1厅 东南,3240 元/月,82.00㎡,成华-动物园-一里塘新型社区四期,https://cd.lianjia.com/zufang/CD1936613438788730880.html
整租·一品CG 1室1厅 南,1750 元/月,35.12㎡,高新-大源-一品CG,https://cd.lianjia.com/zufang/CD1612850762851811328.html
整租·永立·龙邸B区 1室1厅 东南,2100 元/月,45.00㎡,成华-李家沱-永立·龙邸B区,https://cd.lianjia.com/zufang/CD1936482888115552256.html
整租·双桂花园 3室2厅 东南,2500 元/月,111.50㎡,双流-双流城区-双桂花园,https://cd.lianjia.com/zufang/CD1936626767846440960.html
整租·誉峰三期 1室0厅 西,2600 元/月,43.24㎡,高新-金融城-誉峰三期,https://cd.lianjia.com/zufang/CD1936641119559352320.html
合租·中海天府里云岭二期 4居室 东卧,800 元/月,18.00㎡,天府新区-麓湖生态城-中海天府里云岭二期,https://cd.lianjia.com/zufang/CD1608066755610017792.html
合租·人居盛和林语南区 4居室 南卧,1100 元/月,20.00㎡,高新-城南宜家-人居盛和林语南区,https://cd.lianjia.com/zufang/CD1607155363113598976.html
合租·中建天府公馆 5居室 南卧,1000 元/月,12.00㎡,高新-中德-中建天府公馆,https://cd.lianjia.com/zufang/CD1603044589868941312.html
整租·金沙岁月 1室0厅 东南,1650 元/月,39.83㎡,青羊-府南新区-金沙岁月,https://cd.lianjia.com/zufang/CD1936640936486371328.html
整租·恒大城 3室1厅 南,2200 元/月,88.59㎡,温江-温江新城-恒大城,https://cd.lianjia.com/zufang/CD1936639205476139008.html
合租·人居盛和林语南区 5居室 南卧,1000 元/月,18.00㎡,高新-城南宜家-人居盛和林语南区,https://cd.lianjia.com/zufang/CD1613948317073408000.html
整租·王贾•红豆华庭 2室1厅 南,2000 元/月,金牛-五块石-王贾•红豆华庭,精选,https://cd.lianjia.com/zufang/CD1741744418060238848.html
整租·奥克斯广场 3室2厅 南,6100 元/月,125.58㎡,高新-金融城-奥克斯广场,https://cd.lianjia.com/zufang/CD1870148149905981440.html
整租·万家和新城花园 3室2厅 南/北,1600 元/月,143.51㎡,新都-新都城区-万家和新城花园,https://cd.lianjia.com/zufang/CD1672845180157296640.html
整租·保利锦外小户 1室0厅 南,1900 元/月,高新-金融城-保利锦外小户,精选,https://cd.lianjia.com/zufang/CD1742457193329852416.html
整租·润富国际公寓 1室0厅 南,2900 元/月,高新-金融城-润富国际公寓,精选,https://cd.lianjia.com/zufang/CD1805573731116908544.html
合租·首创爱这城四期 3居室 东南卧,908 元/月,成华-建设路-首创爱这城四期,精选,https://cd.lianjia.com/zufang/CD1810522074087686144.html
合租·魏玛国际 3居室 南卧,1130 元/月,武侯-火车南站-魏玛国际,精选,https://cd.lianjia.com/zufang/CD1930116356619894784.html
合租·凌江尚府 4居室 南卧,720 元/月,金牛-五块石-凌江尚府,精选,https://cd.lianjia.com/zufang/CD1907297099511234560.html
整租·蓝光·西环里 2室1厅 东南,1800 元/月,83.24㎡,青羊-外光华-蓝光·西环里,https://cd.lianjia.com/zufang/CD1671830896589668352.html
整租·中航国际广场 1室0厅 南,3200 元/月,47.61㎡,高新-金融城-中航国际广场,https://cd.lianjia.com/zufang/CD1672866276122296320.html
整租·华润二十四城三期 5室3厅 西北,11000 元/月,205.00㎡,成华-万象城-华润二十四城三期,https://cd.lianjia.com/zufang/CD1866356133606719488.html
合租·秦皇帝锦 3居室 东南卧,880 元/月,18.00㎡,天府新区-麓湖生态城-秦皇帝锦,https://cd.lianjia.com/zufang/CD1734872043989499904.html
整租·天慧城 3室2厅 西北,1500 元/月,110.00㎡,简阳-石桥片区-天慧城,https://cd.lianjia.com/zufang/CD1866352907524243456.html
整租·卡地亚花园城蔚蓝轩A区 3室2厅 北,5800 元/月,141.42㎡,天府新区-麓湖生态城-卡地亚花园城蔚蓝轩A区,https://cd.lianjia.com/zufang/CD1679384654685143040.html
整租·香月湖 1室1厅 南,2009 元/月,42.05㎡,高新-大源-香月湖,https://cd.lianjia.com/zufang/CD1735604158163058688.html
整租·芙华金色海伦 5室2厅 跃层 东南,2800 元/月,103.56㎡,高新西-高新西-芙华金色海伦,https://cd.lianjia.com/zufang/CD1677554437356257280.html
整租·绿地新里城二期 4室2厅 西南,10000 元/月,138.68㎡,青羊-外光华-绿地新里城二期,https://cd.lianjia.com/zufang/CD1870704689125785600.html
合租·万达华府 5居室 东南卧,950 元/月,25.00㎡,天府新区-麓湖生态城-万达华府,https://cd.lianjia.com/zufang/CD1736662657181679616.html
合租·香月湖 5居室 南卧,508 元/月,10.00㎡,高新-新会展-香月湖,https://cd.lianjia.com/zufang/CD1736968973989183488.html
整租·成都花园翠雍华庭 3室2厅 北,3780 元/月,116.85㎡,青羊-西南财大-成都花园翠雍华庭,https://cd.lianjia.com/zufang/CD1870705638909149184.html
整租·万科金库 1室0厅 东南,13000 元/月,51.22㎡,成华-成渝立交-万科金库,https://cd.lianjia.com/zufang/CD1870744333796245504.html
整租·万科金库 1室0厅 南,13000 元/月,51.22㎡,成华-成渝立交-万科金库,https://cd.lianjia.com/zufang/CD1870744685555744768.html
合租·东湖国际 5居室 南卧,1057 元/月,10.31㎡,锦江-东湖-东湖国际,https://cd.lianjia.com/zufang/CD1805343841906065408.html
合租·翡翠城五期 4居室 东卧,1060 元/月,9.52㎡,锦江-东湖-翡翠城五期,https://cd.lianjia.com/zufang/CD1806867105140703232.html
整租·万科金库 1室0厅 西南,13000 元/月,51.57㎡,成华-成渝立交-万科金库,https://cd.lianjia.com/zufang/CD1870745274733821952.html
整租·首创东公元 4室2厅 南/北,2000 元/月,117.15㎡,龙泉驿-东安湖-首创东公元,https://cd.lianjia.com/zufang/CD1870741617699192832.html
整租·蓝润光华春天A区 3室1厅 东,2400 元/月,70.97㎡,温江-花都大道-蓝润光华春天A区,https://cd.lianjia.com/zufang/CD1870742232894537728.html
整租·卡地亚花园城天际 2室2厅 东南,18000 元/月,188.00㎡,天府新区-麓湖生态城-卡地亚花园城天际,https://cd.lianjia.com/zufang/CD1870733360897196032.html
合租·金牛万达B组团 4居室 东卧,1130 元/月,9.52㎡,金牛-金牛万达-金牛万达B组团,https://cd.lianjia.com/zufang/CD1929774013689626624.html
整租·南阳盛世 3室2厅 北,2900 元/月,129.71㎡,天府新区-南湖-南阳盛世,https://cd.lianjia.com/zufang/CD1870398705203412992.html
整租·源上湾映江南 2室1厅 东北,1530 元/月,48.00㎡,新都-新都城区-源上湾映江南,https://cd.lianjia.com/zufang/CD1946072941435289600.html
整租·海伦天麓 1室1厅 南,1800 元/月,33.00㎡,天府新区-麓山-海伦天麓,https://cd.lianjia.com/zufang/CD1946073258327539712.html
整租·凯德风尚 2室1厅 东/西,2400 元/月,84.77㎡,青羊-外光华-凯德风尚,https://cd.lianjia.com/zufang/CD1946073385536585728.html
整租·保利公园198丁香郡 3室2厅 南,1200 元/月,106.91㎡,新都-保利公园-保利公园198丁香郡,https://cd.lianjia.com/zufang/CD1946090415753003008.html
独栋·星宸公寓 武侯樾府店 武侯新城 白佛桥TOD 全新套四 4室2厅,6500 元/月,133.80㎡,仅剩1间,https://cd.lianjia.com/apartment/83196.html
独栋·星宸公寓 雪松雅居乐IN天府B区店 成都东站 塔子山 套四南北通透大平层 拎包入住 4室2厅,8800 元/月,164.06㎡,仅剩1间,https://cd.lianjia.com/apartment/83382.html
整租·融创香璟台东苑二期 4室2厅 南/北,4000 元/月,148.90㎡,高新-中德-融创香璟台东苑二期,https://cd.lianjia.com/zufang/CD1946101415369768960.html
整租·春天大道 4室1厅 东南/西北,3200 元/月,155.97㎡,温江-光华大道沿线-春天大道,https://cd.lianjia.com/zufang/CD1946090060495454208.html
整租·保利大都汇熙汇 1室1厅 LOFT 北,1250 元/月,新都-大丰-保利大都汇熙汇,精选,https://cd.lianjia.com/zufang/CD1951910900629766144.html
整租·九如村30号 2室1厅 东,2000 元/月,62.68㎡,武侯-华西-九如村30号,https://cd.lianjia.com/zufang/CD1946094560656490496.html
整租·南阳锦城 2室2厅 东南,2600 元/月,81.00㎡,天府新区-南湖-南阳锦城,https://cd.lianjia.com/zufang/CD1946087656353955840.html
整租·花样年华四期 1室1厅 南/西南,1700 元/月,42.54㎡,武侯-红牌楼-花样年华四期,https://cd.lianjia.com/zufang/CD1946106462916837376.html
整租·保利大都汇熙汇 1室1厅 跃层 南,1250 元/月,新都-大丰-保利大都汇熙汇,精选,https://cd.lianjia.com/zufang/CD1938533756591669248.html
整租·合能耀之城 2室1厅 南,3000 元/月,62.77㎡,成华-SM广场-合能耀之城,https://cd.lianjia.com/zufang/CD1946105102553055232.html
整租·锦龙云府 3室1厅 东,2800 元/月,79.74㎡,高新-广都-锦龙云府,https://cd.lianjia.com/zufang/CD1946109926325616640.html
整租·武海新街坊 1室0厅 南,1800 元/月,35.01㎡,武侯-武侯立交-武海新街坊,https://cd.lianjia.com/zufang/CD1946112233809379328.html
整租·水木光华 1室1厅 东,2200 元/月,55.34㎡,青羊-西南财大-水木光华,https://cd.lianjia.com/zufang/CD1946110853833031680.html
整租·华润置地天府幸福里 3室1厅 南/北,3600 元/月,119.55㎡,天府新区-锦江生态带-华润置地天府幸福里,https://cd.lianjia.com/zufang/CD1946111364133027840.html
整租·保利大都汇熙汇 1室1厅 LOFT 北,1300 元/月,新都-大丰-保利大都汇熙汇,精选,https://cd.lianjia.com/zufang/CD1951919820010160128.html
整租·保利爱尚里 1室1厅 跃层,1300 元/月,新都-大丰-保利爱尚里,精选,https://cd.lianjia.com/zufang/CD1951874105410060288.html
整租·金沙芙蓉苑 3室2厅 东南,3300 元/月,126.17㎡,青羊-金沙-金沙芙蓉苑,https://cd.lianjia.com/zufang/CD1946114105463013376.html
整租·合能璞丽 3室2厅 南,4000 元/月,79.25㎡,高新-大源-合能璞丽,https://cd.lianjia.com/zufang/CD1946108031796248576.html
整租·保利大都汇熙汇 1室1厅 LOFT 西北,1300 元/月,新都-大丰-保利大都汇熙汇,精选,https://cd.lianjia.com/zufang/CD1951906909686595584.html
整租·保利爱尚里 1室1厅 LOFT 南,1300 元/月,新都-大丰-保利爱尚里,精选,https://cd.lianjia.com/zufang/CD1922927310755856384.html
整租·蓝光锦绣城 3室1厅 东南,2800 元/月,98.12㎡,成华-成渝立交-蓝光锦绣城,https://cd.lianjia.com/zufang/CD1946109449290645504.html
整租·新罗路48号 3室2厅 东,3200 元/月,99.93㎡,金牛-通惠门-新罗路48号,https://cd.lianjia.com/zufang/CD1946108729820708864.html
整租·铁路新村 3室1厅 西,2200 元/月,75.03㎡,金牛-沙湾-铁路新村,https://cd.lianjia.com/zufang/CD1946117807913566208.html
整租·保利大都汇熙汇 1室1厅 北,1300 元/月,新都-大丰-保利大都汇熙汇,精选,https://cd.lianjia.com/zufang/CD1951864642565308416.html
整租·成华奥园广场三期 1室1厅 LOFT 东南,2400 元/月,32.00㎡,成华-万年场-成华奥园广场三期,https://cd.lianjia.com/zufang/CD1946121264473047040.html
合租·滨江和城 4居室 东卧,690 元/月,8.00㎡,天府新区-麓山-滨江和城,https://cd.lianjia.com/zufang/CD1844401884111044608.html
整租·玉锦名都 3室2厅 东南/南,3900 元/月,141.74㎡,金牛-花牌坊-玉锦名都,https://cd.lianjia.com/zufang/CD1837332333246545920.html
合租·川发天府上城 6居室 东南卧,720 元/月,20.00㎡,天府新区-锦江生态带-川发天府上城,https://cd.lianjia.com/zufang/CD1837349362645073920.html
整租·龙光·天瀛 3室2厅 南,3300 元/月,119.00㎡,天府新区-麓山-龙光·天瀛,https://cd.lianjia.com/zufang/CD1837358941739155456.html
整租·天府滨江中心 2室1厅 东南/南,2400 元/月,67.00㎡,天府新区-南湖-天府滨江中心,https://cd.lianjia.com/zufang/CD1837361750484189184.html
整租·隆溪湖铂翠轩 4室2厅 西,7000 元/月,191.12㎡,天府新区-麓山-隆溪湖铂翠轩,https://cd.lianjia.com/zufang/CD1837426658819178496.html
整租·都城雅颂居 2室1厅 北,4500 元/月,92.24㎡,高新-大源-都城雅颂居,https://cd.lianjia.com/zufang/CD1837418829521616896.html
整租·九龙仓擎天半岛 3室2厅 南,20000 元/月,275.46㎡,锦江-水碾河-九龙仓擎天半岛,https://cd.lianjia.com/zufang/CD1837764349247094784.html
合租·望江锦园 4居室 东南卧,920 元/月,锦江-沙河堡-望江锦园,精选,https://cd.lianjia.com/zufang/CD1954384814777827328.html
整租·利通出水芙蓉 5室3厅 南,13000 元/月,302.08㎡,天府新区-华阳-利通出水芙蓉,https://cd.lianjia.com/zufang/CD1836335561363685376.html
整租·中海新华府 1室0厅 南,400 元/月,32.50㎡,成华-新华公园-中海新华府,https://cd.lianjia.com/zufang/CD1836343575541972992.html
整租·成勘大院 2室1厅 东南,800 元/月,90.00㎡,简阳-城西片区-成勘大院,https://cd.lianjia.com/zufang/CD1836333243817787392.html
合租·望江锦园 5居室 东南卧,1270 元/月,锦江-沙河堡-望江锦园,精选,https://cd.lianjia.com/zufang/CD1954746891203772416.html
整租·诚园 4室2厅 南,4500 元/月,145.95㎡,双流-华府-诚园,https://cd.lianjia.com/zufang/CD1836253963582701568.html
整租·双楠尊邸 2室1厅 东,3000 元/月,111.73㎡,武侯-广福桥-双楠尊邸,https://cd.lianjia.com/zufang/CD1836313578668294144.html
整租·融信智慧广场 1室1厅 东,2250 元/月,50.00㎡,温江-花都大道-融信智慧广场,https://cd.lianjia.com/zufang/CD1836337397768388608.html
合租·梧桐世家一期 3居室,1000 元/月,高新-芳草-梧桐世家一期,精选,https://cd.lianjia.com/zufang/CD1935573470641389568.html
整租·西双楠漫里 3室1厅 南,1700 元/月,117.58㎡,双流-蛟龙港-西双楠漫里,https://cd.lianjia.com/zufang/CD1836328497891508224.html
合租·英郡一期 4居室 东卧,1760 元/月,14.00㎡,高新-新会展-英郡一期,https://cd.lianjia.com/zufang/CD1934893235973390336.html
合租·绿城·桂语麓境 5居室 北卧,700 元/月,15.00㎡,天府新区-麓山-绿城·桂语麓境,https://cd.lianjia.com/zufang/CD1944332129164853248.html
整租·华侨城滨江壹号 3室2厅,6500 元/月,97.55㎡,成华-万年场-华侨城滨江壹号,https://cd.lianjia.com/zufang/CD1944679461647548416.html
整租·空港晶座 2室1厅 东,2600 元/月,81.34㎡,双流-航空港-空港晶座,https://cd.lianjia.com/zufang/CD1836410751959433216.html
合租·央湖名邸一期 4居室 东卧,1490 元/月,14.30㎡,锦江-东湖-央湖名邸一期,https://cd.lianjia.com/zufang/CD1935696496670277632.html
整租·林溪美城 3室2厅 东南,1600 元/月,116.77㎡,龙泉驿-阳光城-林溪美城,https://cd.lianjia.com/zufang/CD1836609372457795584.html
整租·公馆1881 3室2厅 东,8000 元/月,186.95㎡,高新-城南宜家-公馆1881,https://cd.lianjia.com/zufang/CD1836630550832480256.html
整租·保利国际广场 1室1厅 北,6800 元/月,105.00㎡,高新-大源-保利国际广场,https://cd.lianjia.com/zufang/CD1836607303004979200.html
整租·天府半岛七期 3室2厅 南,2400 元/月,118.00㎡,天府新区-锦江生态带-天府半岛七期,https://cd.lianjia.com/zufang/CD1836382136043569152.html
整租·曼哈顿一期 2室1厅 跃层 南,3000 元/月,95.82㎡,武侯-航空路-曼哈顿一期,https://cd.lianjia.com/zufang/CD1836379894729146368.html
整租·源滩国际社区 3室2厅 东,2000 元/月,96.00㎡,成华-理工大-源滩国际社区,https://cd.lianjia.com/zufang/CD1836373069111754752.html
整租·花沐里Q3 2室1厅 南,2500 元/月,60.00㎡,温江-花都大道-花沐里Q3,https://cd.lianjia.com/zufang/CD1836362954186948608.html
整租·恒大望江华府 4室2厅 东北,10800 元/月,179.00㎡,锦江-沙河堡-恒大望江华府,https://cd.lianjia.com/zufang/CD1836961221505449984.html
整租·通用时代国际社区 3室2厅 南,4500 元/月,87.35㎡,锦江-攀成钢-通用时代国际社区,https://cd.lianjia.com/zufang/CD1942493602147991552.html
整租·中海锦城一期 3室2厅 南/北,3800 元/月,96.00㎡,武侯-簇桥-中海锦城一期,https://cd.lianjia.com/zufang/CD1942491578337591296.html
整租·万科翡翠公园 1室1厅 东南,1700 元/月,30.30㎡,天府新区-锦江生态带-万科翡翠公园,https://cd.lianjia.com/zufang/CD1942497381354307584.html
整租·正成艺墅洋房 2室1厅 西,2100 元/月,89.66㎡,青羊-外光华-正成艺墅洋房,https://cd.lianjia.com/zufang/CD1942495146704633856.html
整租·华润二十四城六期 2室1厅 东南,3400 元/月,69.79㎡,成华-万象城-华润二十四城六期,https://cd.lianjia.com/zufang/CD1942494744454103040.html
整租·南阳盛世 3室2厅 东南,3000 元/月,122.00㎡,天府新区-南湖-南阳盛世,https://cd.lianjia.com/zufang/CD1942495434203201536.html
整租·华润时光里 1室1厅 东,1300 元/月,38.39㎡,高新-远大-华润时光里,https://cd.lianjia.com/zufang/CD1942497656894914560.html
整租·中德英伦联邦B区 3室2厅 西南,3400 元/月,89.58㎡,高新-中德-中德英伦联邦B区,https://cd.lianjia.com/zufang/CD1942500179403866112.html
合租·金领大厦 4居室 南卧,945 元/月,锦江-沙河堡-金领大厦,精选,https://cd.lianjia.com/zufang/CD1936642654934663168.html
整租·锦江河畔 2室1厅 南,1500 元/月,60.00㎡,双流-公兴-锦江河畔,https://cd.lianjia.com/zufang/CD1942489310926209024.html
整租·南城都汇汇尚园 2室2厅 南/北,3800 元/月,88.28㎡,高新-市一医院-南城都汇汇尚园,https://cd.lianjia.com/zufang/CD1942479420832874496.html
整租·靖水和岸 2室1厅 西,1000 元/月,82.00㎡,郫都-犀浦-靖水和岸,https://cd.lianjia.com/zufang/CD1942474829592526848.html
合租·蓝色钻石(巢础巷) 4居室 南卧,550 元/月,高新-中和-蓝色钻石(巢础巷),精选,https://cd.lianjia.com/zufang/CD1937004479979192320.html
整租·华宇广场 3室1厅 北,4500 元/月,86.94㎡,锦江-沙河堡-华宇广场,https://cd.lianjia.com/zufang/CD1942487897844219904.html
整租·财富中心 1室1厅 西南,2200 元/月,48.95㎡,锦江-盐市口-财富中心,https://cd.lianjia.com/zufang/CD1942483441643683840.html
合租·和睦人家三期 4居室 北卧,1530 元/月,金牛-营门口-和睦人家三期,精选,https://cd.lianjia.com/zufang/CD1937080036452466688.html
整租·中建天府公馆 5室2厅 南/北,7500 元/月,231.45㎡,高新-中德-中建天府公馆,https://cd.lianjia.com/zufang/CD1942475405638238208.html
整租·昊园江南壹品 2室1厅 东南,1400 元/月,66.27㎡,龙泉驿-西河-昊园江南壹品,https://cd.lianjia.com/zufang/CD1942479964590833664.html
整租·绿地锦天府 3室2厅 东北,9999 元/月,185.08㎡,锦江-攀成钢-绿地锦天府,https://cd.lianjia.com/zufang/CD1942474200195268608.html
合租·置信丽都花园城C区 5居室 南卧,1050 元/月,武侯-新双楠-置信丽都花园城C区,精选,https://cd.lianjia.com/zufang/CD1937736099577200640.html
合租·滨江和城 4居室,950 元/月,天府新区-麓山-滨江和城,精选,https://cd.lianjia.com/zufang/CD1937854108140568576.html
整租·中南融创玖华台邸 2室1厅 LOFT 南,3200 元/月,成华-东郊记忆-中南融创玖华台邸,精选,https://cd.lianjia.com/zufang/CD1943152717497106432.html
合租·花样年美岸 5居室 南卧,980 元/月,高新-大源-花样年美岸,精选,https://cd.lianjia.com/zufang/CD1943212856447074304.html
整租·华西花园二期 2室2厅 东北,1500 元/月,84.42㎡,成华-万年场-华西花园二期,https://cd.lianjia.com/zufang/CD1942486239991037952.html
整租·恒大望江华府 4室2厅 东,8800 元/月,锦江-沙河堡-恒大望江华府,精选,https://cd.lianjia.com/zufang/CD1943294120009138176.html
整租·大地新光华广场 1室1厅 南,1600 元/月,42.34㎡,青羊-西南财大-大地新光华广场,https://cd.lianjia.com/zufang/CD1942482734882488320.html
合租·锦洲花园 3居室 南卧,1090 元/月,9.60㎡,锦江-三官堂-锦洲花园,https://cd.lianjia.com/zufang/CD1936448915721158656.html
合租·央湖名邸二期 3居室 东卧,1430 元/月,12.33㎡,锦江-东湖-央湖名邸二期,https://cd.lianjia.com/zufang/CD1945408601262653440.html
合租·MOMA摩玛城 4居室 东卧,1290 元/月,14.10㎡,锦江-三官堂-MOMA摩玛城,https://cd.lianjia.com/zufang/CD1942951538955649024.html
整租·荷韵欣苑东苑 3室2厅 南,2500 元/月,105.00㎡,双流-公兴-荷韵欣苑东苑,https://cd.lianjia.com/zufang/CD1942505458644287488.html
整租·华润置地&建发天府和鸣 4室2厅,5000 元/月,天府新区-锦江生态带-华润置地&建发天府和鸣,精选,https://cd.lianjia.com/zufang/CD1946195977220128768.html
整租·珠江新城D区 2室2厅 西南,3600 元/月,95.66㎡,温江-珠江新城-珠江新城D区,https://cd.lianjia.com/zufang/CD1917826504272642048.html
合租·时代晶座(高新) 4居室 南卧,900 元/月,高新-大源-时代晶座(高新),精选,https://cd.lianjia.com/zufang/CD1939163768890064896.html
整租·正成新天地 2室1厅 西南,2800 元/月,41.50㎡,武侯-簇桥-正成新天地,https://cd.lianjia.com/zufang/CD1917813620385775616.html
整租·春天大道 3室2厅 东/东南,3000 元/月,129.49㎡,温江-光华大道沿线-春天大道,https://cd.lianjia.com/zufang/CD1917804591181725696.html
整租·德坤悦天地 2室1厅 南,1800 元/月,48.16㎡,温江-温江新城-德坤悦天地,https://cd.lianjia.com/zufang/CD1917810045802774528.html
整租·瑞禧公馆 1室1厅 南,3600 元/月,66.00㎡,高新-金融城-瑞禧公馆,https://cd.lianjia.com/zufang/CD1917813497689800704.html
整租·恒业星园 3室2厅 南,2580 元/月,121.65㎡,金牛-五块石-恒业星园,https://cd.lianjia.com/zufang/CD1917806033858723840.html
整租·麓山上院 4室2厅 西南,2620 元/月,126.48㎡,天府新区-麓山-麓山上院,https://cd.lianjia.com/zufang/CD1917858116276322304.html
整租·中铁建西派国樾2号地（三期、四期） 4室2厅 南,7000 元/月,双流-华府-中铁建西派国樾2号地（三期、四期）,精选,https://cd.lianjia.com/zufang/CD1939246353993433088.html
